objid              , ra              , dec                 , u       , g       , r       , i       , z       , class, redshift     , _q   , W1mag , W2mag , W3mag , W4mag, W1_W2        , u_g
1237646585567053304, 90.9473508371556, -0.917761698923236  , 23.09697, 22.00759, 20.32965, 18.68661, 17.76825, STAR , 0.0001884338 , 113.0, 14.573, 14.421, 12.33 , 8.664, 0.15200043   , 1.0893799999999985
1237646585567053486, 90.8642171884817, -0.925427295554569  , 24.07549, 22.18023, 20.72274, 18.87078, 17.83631, STAR , 0.000133981  , 114.0, 13.27 , 13.078, 12.656, 8.445, 0.19200039   , 1.8952599999999968
1237646585567119187, 91.0483381985581, -0.992732570017352  , 23.20082, 22.2706 , 20.5984 , 19.39071, 18.79877, STAR , 0.0004346952 , 115.0, 15.294, 15.311, 12.057, 8.745, -0.017000198 , 0.9302199999999985
1237646585567184720, 91.1791911944537, -0.942077266933203  , 24.87795, 22.10115, 20.15745, 19.16372, 18.49213, STAR , 0.0002308404 , 116.0, 15.268, 15.274, 12.491, 8.594, -0.006000519 , 2.776799999999998
1237646585567249857, 91.3070619882556, -0.918507042198494  , 24.66245, 21.4656 , 19.63868, 18.41039, 17.68341, STAR , 6.29897e-05  , 117.0, 13.855, 13.772, 12.437, 9.049, 0.08299923   , 3.1968500000000013
1237646585567250438, 91.421328813171 , -1.01856429165371   , 23.66206, 22.42931, 20.45403, 19.32748, 18.58131, STAR , 0.0005109097 , 118.0, 15.387, 15.574, 12.723, 9.013, -0.18700027  , 1.2327499999999993
1237646585567315919, 91.5824105608154, -0.877358443986709  , 24.07089, 22.54238, 20.69564, 19.45594, 18.6391 , STAR , 0.0004200081 , 119.0, 15.2  , 15.377, 12.525, 9.106, -0.17700005  , 1.5285099999999971
1237646586096058822, 72.978804252431 , -0.572425603057151  , 20.80118, 19.77718, 19.39826, 19.33386, 19.37916, STAR , 0.0005695784 , 120.0, 14.846, 14.727, 12.261, 9.116, 0.11899948   , 1.0239999999999974
1237646586096059026, 72.9719994470217, -0.592735262837512  , 21.65803, 20.58049, 20.00969, 19.77255, 19.57085, STAR , -0.0003907372, 121.0, 14.438, 14.441, 12.536, 9.049, -0.0030002594, 1.077539999999999
1237646586096124243, 73.1360859103181, -0.582219587251071  , 20.77896, 19.8999 , 19.56599, 19.42986, 19.39809, STAR , -0.0003106197, 122.0, 15.925, 15.736, 12.675, 8.838, 0.18900013   , 0.8790600000000026
1237646586096189712, 73.2102966787969, -0.614977649804739  , 20.62843, 19.55532, 19.27548, 19.13223, 19.02683, STAR , 0.0001032796 , 123.0, 16.106, 16.661, 12.369, 9.043, -0.5549984   , 1.0731100000000033
1237646586096189731, 73.2197524461741, -0.574328012885631  , 20.16048, 19.84308, 19.6684 , 19.33172, 19.39442, QSO  , 1.580347     , 124.0, 15.852, 15.725, 12.628, 9.084, 0.12699986   , 0.31739999999999924
1237646586096189751, 73.2331429378992, -0.556146465979776  , 20.6562 , 20.14559, 20.11017, 20.27755, 20.84175, STAR , 5.632785e-05 , 125.0, 15.603, 15.866, 12.491, 8.644, -0.2630005   , 0.5106099999999998
1237646586096189774, 73.248112763661 , -0.430628388527748  , 20.68591, 20.24035, 20.07786, 19.91173, 19.54546, QSO  , 2.186897     , 126.0, 13.459, 13.328, 12.582, 9.067, 0.13099957   , 0.4455600000000004
1237646586096189778, 73.2579778958664, -0.46929870716665   , 20.97285, 20.09246, 19.8075 , 19.73618, 19.81435, STAR , 0.0002500406 , 127.0, 15.472, 15.317, 12.07 , 8.673, 0.15499973   , 0.880390000000002
1237646586096189817, 73.294193999177 , -0.538461336587375  , 20.75854, 19.75612, 19.39099, 19.26965, 19.25652, STAR , -0.0001293248, 128.0, 14.148, 14.127, 12.485, 9.114, 0.020999908  , 1.0024200000000008
1237646586096189823, 73.3015325067918, -0.497200754603649  , 20.55533, 19.5235 , 19.18943, 19.09707, 19.08715, STAR , 4.042608e-05 , 129.0, 15.434, 15.146, 12.092, 8.748, 0.2880001    , 1.031830000000003
1237646586096190006, 73.2575838211276, -0.505407136619273  , 21.25906, 20.31535, 19.93896, 19.80811, 19.70893, STAR , 0.0001752732 , 130.0, 15.605, 15.629, 12.566, 8.857, -0.024000168 , 0.9437100000000029
1237646586096255262, 73.3542291310422, -0.612103507526867  , 20.65425, 19.56819, 19.1494 , 18.97546, 18.89525, STAR , 0.0002837467 , 131.0, 15.086, 15.256, 12.47 , 8.863, -0.16999912  , 1.0860599999999998
1237646586096255319, 73.3898409665687, -0.453544216376559  , 21.33194, 20.24728, 19.83955, 19.70136, 19.56273, STAR , 0.000315875  , 132.0, 15.567, 15.707, 12.375, 8.818, -0.13999939  , 1.0846599999999995
1237646586096255586, 73.3603514199206, -0.526669570057681  , 21.37429, 20.24288, 19.88607, 19.72906, 19.67662, STAR , 0.0001913717 , 134.0, 15.652, 15.687, 12.613, 8.852, -0.034999847 , 1.131409999999999
1237646586099860485, 81.6645314059629, -0.584802687884442  , 23.78782, 21.54044, 19.96829, 18.83138, 18.15402, STAR , 0.0001369994 , 135.0, 15.482, 15.646, 12.524, 8.57 , -0.16399956  , 2.2473799999999997
1237646586099926070, 81.7271724658992, -0.60653814240721   , 23.58347, 20.80791, 19.37843, 18.25259, 17.61257, STAR , 5.515055e-05 , 137.0, 13.813, 13.741, 12.1  , 9.093, 0.07199955   , 2.7755599999999987
1237646586099926114, 81.8161826264831, -0.617630116873743  , 23.86889, 20.69155, 19.27565, 17.74715, 16.90589, STAR , 0.0001206723 , 138.0, 15.396, 15.062, 12.696, 9.091, 0.33399963   , 3.177340000000001
1237646586099990569, 81.882166489001 , -0.603347412145231  , 17.83624, 16.61213, 16.35788, 16.27118, 16.28676, STAR , 0.0002229865 , 139.0, 15.732, 16.071, 12.585, 9.092, -0.3389988   , 1.2241099999999996
1237646586099991019, 81.9969902297281, -0.606693538628491  , 23.20427, 20.46145, 19.01414, 17.893  , 17.22886, STAR , 0.0004437766 , 140.0, 15.939, 15.949, 12.504, 9.041, -0.010000229 , 2.742820000000002
1237646586099991275, 81.9148554599915, -0.59648261923386   , 22.12185, 19.99199, 19.19739, 18.89071, 18.78404, STAR , 1.745043e-05 , 141.0, 15.545, 15.519, 12.77 , 9.135, 0.026000023  , 2.129859999999997
1237646586099991356, 81.954367768951 , -0.616139746005992  , 20.1091 , 18.57762, 17.92906, 17.69272, 17.56533, STAR , -1.907508e-05, 142.0, 13.551, 13.377, 12.144, 9.167, 0.17399979   , 1.531480000000002
1237646586099991728, 81.9858883143671, -0.59180854039311   , 22.18916, 20.18651, 19.6334 , 19.39411, 19.25888, STAR , 0.000157599  , 143.0, 16.292, 16.397, 12.54 , 8.848, -0.10499954  , 2.0026500000000027
1237646586099991767, 81.8722375936595, -0.473954007387128  , 24.06506, 21.79728, 20.11535, 18.98451, 18.30695, STAR , 0.0001183752 , 144.0, 15.244, 15.116, 12.279, 8.447, 0.12800026   , 2.2677799999999984
1237646586099991794, 81.876762897853 , -0.551740401855522  , 23.62508, 21.89146, 20.39762, 18.96465, 18.12705, STAR , 3.149041e-05 , 145.0, 15.238, 15.802, 12.479, 8.997, -0.5640001   , 1.733620000000002
1237646586099991901, 81.9215778365351, -0.559573789685072  , 24.37727, 22.00207, 20.57627, 19.21454, 18.50163, STAR , 0.0001261349 , 146.0, 17.722, 17.409, 12.19 , 8.423, 0.31299973   , 2.3751999999999995
1237646586099992161, 82.0190706406047, -0.551935593939923  , 23.28166, 21.00793, 20.35147, 20.08298, 19.89887, STAR , 0.0002469186 , 150.0, 17.105, 16.196, 11.854, 8.702, 0.9090004    , 2.273729999999997
1237646586100056992, 82.0233872056215, -0.575638445671598  , 23.8096 , 22.15666, 20.56408, 19.09302, 18.36647, STAR , 0.000158552  , 158.0, 13.593, 13.624, 11.535, 8.795, -0.030999184 , 1.652940000000001
1237646586100057224, 82.0689622866062, -0.441496841821584  , 24.51642, 22.14412, 20.55217, 19.41135, 18.67936, STAR , 0.0001488436 , 159.0, 16.122, 16.222, 12.49 , 8.078, -0.10000038  , 2.372299999999999
1237646586100057266, 82.0837961272513, -0.52012337409923   , 22.99417, 20.95257, 20.20049, 19.89134, 19.77517, STAR , -0.00102157  , 163.0, 16.23 , 14.992, 11.761, 8.491, 1.2379999    , 2.041599999999999
1237646586100122021, 82.1768380480834, -0.483373594617078  , 20.61739, 19.10951, 18.45185, 18.16187, 17.97698, STAR , -6.399985e-05, 165.0, 15.453, 15.638, 12.369, 8.473, -0.18499947  , 1.50788
1237646586100122169, 82.2284702752784, -0.415996319073475  , 22.04594, 19.38285, 17.92399, 16.78102, 16.13873, STAR , -5.055884e-05, 166.0, 16.061, 14.844, 12.009, 8.463, 1.217001     , 2.6630900000000004
1237646586100122262, 82.2766290064274, -0.430760768033606  , 21.3771 , 19.55882, 18.67252, 18.30892, 18.0666 , STAR , 0.0002881319 , 169.0, 16.14 , 15.149, 12.331, 8.486, 0.9909992    , 1.818279999999998
1237646586100122512, 82.2852812710918, -0.455355045884389  , 20.7099 , 20.32317, 20.19798, 20.17155, 20.10313, QSO  , 1.007396     , 171.0, 16.042, 15.792, 12.375, 8.57 , 0.25         , 0.38673
1237646586100122880, 82.3178723011109, -0.416824114304308  , 22.25224, 20.53127, 19.73153, 19.42289, 19.22322, STAR , 0.0002116089 , 173.0, 16.954, 16.013, 11.912, 8.315, 0.941        , 1.7209700000000012
1237646586100253530, 82.5440822306949, -0.587139883006747  , 25.23171, 20.56369, 18.84443, 17.57343, 16.81713, STAR , 0.0002051371 , 175.0, 16.127, 14.88 , 11.559, 8.628, 1.2470007    , 4.6680199999999985
1237646586100253537, 82.5614092771482, -0.614830096745053  , 22.5444 , 21.06571, 19.39545, 18.12004, 17.35968, STAR , 4.83204e-05  , 183.0, 16.399, 15.527, 11.79 , 8.174, 0.87199974   , 1.4786900000000003
1237646586100318523, 82.743698855928 , -0.619515304027374  , 25.20742, 22.29371, 20.53321, 19.37036, 18.63351, STAR , 0.0001633122 , 185.0, 17.414, 16.947, 12.287, 8.377, 0.46699905   , 2.9137099999999982
1237646586100318560, 82.7485757074693, -0.477925539248465  , 18.85306, 16.75453, 15.80199, 15.38145, 15.18048, STAR , 6.473744e-05 , 190.0, 15.324, 14.528, 12.182, 8.521, 0.7960005    , 2.0985300000000002
1237646586100318579, 82.7514778869769, -0.619038574234274  , 18.41981, 17.11279, 16.5295 , 16.25244, 16.10431, STAR , 3.383154e-05 ,  10.0, 13.081, 12.72 , 11.632, 8.833, 0.36100006   , 1.3070199999999979
1237646586100318647, 82.6286920811237, -0.545232237166992  , 20.60694, 19.29958, 18.62602, 18.33854, 18.20193, STAR , 0.0001932597 ,  11.0, 13.707, 13.554, 12.521, 9.033, 0.15299988   , 1.3073600000000027
1237646586100318755, 82.6774722617897, -0.60151565349299   , 19.42872, 17.67688, 16.75712, 16.30523, 16.02833, STAR , 0.0001258277 ,  12.0, 14.283, 14.21 , 12.506, 8.786, 0.072999954  , 1.7518399999999978
1237646586100318777, 82.6843596296458, -0.526111771942165  , 20.50825, 19.06665, 18.51308, 18.2893 , 18.13282, STAR , 0.0001857153 ,  13.0, 16.445, 16.838, 12.71 , 8.649, -0.39299965  , 1.441600000000001
1237646586100318874, 82.7286364083886, -0.565439936529813  , 21.28835, 19.39021, 18.41551, 18.00687, 17.73359, STAR , 0.0003082324 ,  15.0, 17.282, 16.758, 12.696, 9.036, 0.52400017   , 1.8981400000000015
1237646586100318977, 82.758637627048 , -0.499003317742267  , 20.97725, 19.36859, 18.59086, 18.24105, 18.00832, STAR , 0.0002630702 ,  16.0, 14.068, 14.09 , 12.566, 8.663, -0.022000313 , 1.6086600000000004
1237646586100319052, 82.6308992514332, -0.583120444485447  , 23.27192, 20.30992, 19.26506, 18.84688, 18.54066, STAR , 0.0001363548 ,  17.0, 15.083, 15.201, 12.662, 9.025, -0.11800003  , 2.9619999999999997
1237646586100319165, 82.7198506814765, -0.487995808755851  , 23.32658, 21.80251, 20.30498, 18.91025, 18.15474, STAR , 0.0001852302 ,  19.0, 15.552, 15.842, 12.224, 9.225, -0.28999996  , 1.5240699999999983
1237646586100383861, 82.8833645281553, -0.438298306261739  , 23.82664, 20.67008, 19.08689, 17.94951, 17.31465, STAR , 5.917968e-05 ,  20.0, 12.721, 12.567, 11.7  , 9.024, 0.15399933   , 3.1565600000000025
1237646586100383865, 82.8359938521419, -0.450559913246834  , 24.67127, 21.41747, 19.88658, 18.19486, 17.21953, STAR , 0.0002506596 ,  21.0, 15.882, 15.756, 12.509, 8.851, 0.1260004    , 3.2537999999999982
1237646586100383875, 82.9050991158234, -0.423260359630949  , 21.41868, 19.73373, 18.91441, 18.55497, 18.34439, STAR , 0.0001216082 ,  22.0, 12.388, 12.222, 11.761, 8.78 , 0.16599941   , 1.684949999999997
1237646586100383884, 82.8977512268785, -0.45370501800533   , 23.63115, 21.9158 , 20.47698, 18.98507, 18.18919, STAR , 6.458979e-05 ,  23.0, 14.371, 14.472, 12.651, 8.848, -0.10099983  , 1.7153500000000008
1237646586100383893, 82.8760646420671, -0.44005170750693   , 23.39468, 21.56377, 20.40743, 21.98289, 20.27488, STAR , 0.0001301462 ,  26.0, 14.475, 14.52 , 12.163, 8.834, -0.045000076 , 1.8309099999999994
1237646586100384056, 82.7870331367753, -0.455405335686034  , 21.42342, 19.36047, 18.34809, 17.94282, 17.68983, STAR , 7.301293e-05 ,  28.0, 15.02 , 15.08 , 12.032, 8.926, -0.059999466 , 2.0629500000000007
1237646586100384077, 82.7907149389932, -0.447940679221784  , 20.97905, 19.35964, 18.64079, 18.31141, 18.09691, STAR , 8.818393e-05 ,  29.0, 14.814, 14.721, 12.06 , 8.632, 0.09300041   , 1.619410000000002
1237646586100384176, 82.8441141598831, -0.54896847264723   , 20.62703, 17.97539, 16.56562, 15.2409 , 14.52695, STAR , 6.273267e-05 ,  30.0, 16.132, 16.047, 11.912, 8.593, 0.084999084  , 2.6516400000000004
1237646586100384211, 82.8651365480974, -0.609524863317723  , 20.82145, 19.46502, 18.81169, 18.52046, 18.38592, STAR , 0.0003398246 ,  31.0, 15.612, 15.871, 12.63 , 8.862, -0.25899982  , 1.3564299999999996
1237646586100384233, 82.8876899020232, -0.512545512631356  , 20.76196, 18.82492, 17.85026, 17.38871, 17.28113, STAR , 0.0002586622 ,  32.0, 15.328, 15.523, 12.626, 9.076, -0.1949997   , 1.9370399999999997
1237646586100384276, 82.9154387611701, -0.508755613833481  , 20.78303, 19.09554, 18.12374, 17.63939, 17.30547, STAR , 6.598968e-05 ,  33.0, 14.46 , 14.405, 12.405, 8.936, 0.055000305  , 1.6874900000000004
1237646586100384302, 82.7767423508801, -0.609954879994937  , 22.78888, 19.92103, 18.4537 , 16.63126, 15.58063, STAR , 7.355936e-05 ,  34.0, 14.734, 14.712, 12.568, 9.194, 0.022000313  , 2.8678500000000007
1237646586100384326, 82.801981239562 , -0.540647672883959  , 23.34263, 20.77928, 19.91658, 19.55423, 19.32204, STAR , 0.0001609376 ,  35.0, 14.212, 13.965, 11.506, 9.092, 0.24699974   , 2.56335
1237646586100384370, 82.8928567818601, -0.57714936892278   , 22.69557, 20.22274, 18.70742, 17.28947, 16.48134, STAR , 7.099178e-05 ,  39.0, 15.752, 15.561, 12.382, 9.077, 0.19099998   , 2.4728299999999983
1237646586100384379, 82.9005256438215, -0.600705586516769  , 21.8847 , 20.24953, 19.38676, 18.95132, 18.69482, QSO  , 6.540547     ,  40.0, 13.231, 13.225, 12.555, 9.196, 0.005999565  , 1.6351699999999987
1237646586100384414, 82.8684636892544, -0.477809604338348  , 25.97938, 21.49969, 19.95554, 18.66726, 17.89065, STAR , -2.253484e-05,  41.0, 13.731, 13.767, 12.597, 9.168, -0.03600025  , 4.479689999999998
1237646586100384504, 82.7691252650013, -0.558126852130803  , 23.97767, 21.29322, 20.40687, 20.04201, 19.86684, STAR , 0.0001909208 ,  42.0, 14.676, 14.832, 12.446, 9.101, -0.15600014  , 2.6844499999999982
1237646586100384541, 82.7858373667266, -0.550570240643509  , 23.69124, 22.39355, 20.63363, 19.06304, 18.16354, STAR , 7.6906e-05   ,  46.0, 12.683, 12.529, 12.346, 9.167, 0.15399933   , 1.2976899999999993
1237646586100384604, 82.8123885757605, -0.585432246675667  , 22.21225, 20.35781, 19.52033, 19.07445, 18.77081, STAR , 0.0002340092 ,  47.0, 15.75 , 16.054, 12.217, 9.132, -0.30400085  , 1.8544400000000003
1237646586100384782, 82.9076302820133, -0.554824793936725  , 25.51837, 22.79282, 20.86305, 19.47369, 18.73248, STAR , 1.446806e-05 ,  48.0, 14.691, 14.711, 12.347, 8.982, -0.020000458 , 2.725550000000002
1237646586102153733, 86.9533652301172, -0.489113294810124  , 24.96853, 22.25485, 19.90919, 18.79844, 18.00328, STAR , 0.0001737944 ,  49.0, 15.461, 15.365, 10.532, 8.016, 0.09600067   , 2.71368
1237646586102218815, 87.0165674698054, -0.471846160293977  , 23.044  , 20.43132, 18.98929, 18.26513, 17.77641, STAR , 0.0001451531 ,  50.0, 14.392, 14.312, 10.869, 8.274, 0.07999992   , 2.612680000000001
1237646586102219094, 87.1025599551079, -0.614608560716958  , 21.96232, 19.20421, 17.72112, 16.34436, 15.59631, STAR , -1.909566e-06,  52.0, 15.311, 15.203, 12.088, 8.491, 0.1079998    , 2.7581099999999985
1237646586102219239, 87.0796243304236, -0.518068968883954  , 22.95284, 20.19353, 18.51332, 17.70987, 17.12627, STAR , -8.235947e-05,  53.0, 12.753, 12.568, 11.862, 9.212, 0.18500042   , 2.7593099999999993
1237646586102219242, 87.0816028106207, -0.622050552358614  , 24.03156, 21.49816, 19.05035, 17.59654, 16.49996, STAR , 0.0001803997 ,  54.0, 15.771, 15.689, 12.499, 9.137, 0.08199978   , 2.5334000000000003
1237646586102219244, 87.084555652172 , -0.544149876302231  , 23.57952, 21.30605, 19.0871 , 18.03543, 17.28392, STAR , 2.004418e-05 ,  55.0, 15.341, 15.443, 12.124, 8.288, -0.10200024  , 2.2734699999999997
1237646586102219266, 86.977104406389 , -0.588454689979027  , 22.94335, 21.8043 , 19.53401, 18.44289, 17.63602, STAR , 9.221506e-06 ,  56.0, 16.655, 16.87 , 12.502, 9.051, -0.21500015  , 1.1390499999999975
1237646586102219472, 87.0086940188704, -0.53164257732058   , 23.01938, 21.28862, 20.08508, 19.45219, 19.09644, STAR , 0.000195973  ,  57.0, 16.529, 16.502, 12.552, 8.914, 0.02699852   , 1.73076
1237646586102219535, 87.0440646225683, -0.470844958292029  , 25.76596, 21.98789, 20.15216, 19.27228, 18.69264, QSO  , 7.011245     ,  58.0, 15.075, 14.992, 12.364, 8.849, 0.08300018   , 3.7780699999999996
1237646586102219551, 87.0489471715119, -0.482915693626231  , 23.82021, 23.25849, 21.13162, 19.3936 , 18.39401, STAR , -0.0001425808,  59.0, 15.52 , 15.549, 12.647, 8.602, -0.028999329 , 0.5617200000000011
1237646586102219601, 87.0822025918515, -0.482097401156269  , 23.10874, 21.18851, 19.74143, 19.01744, 18.4615 , STAR , 6.949307e-05 ,  61.0, 16.066, 15.908, 12.438, 8.815, 0.15799999   , 1.92023
1237646586102284510, 87.1945628897078, -0.498110880856526  , 21.6582 , 18.89216, 17.50286, 16.82125, 16.3472 , STAR , 6.461775e-05 ,  62.0, 15.644, 15.887, 12.467, 8.313, -0.24300003  , 2.7660400000000003
1237646586102284733, 87.1620502844538, -0.602205128223359  , 24.83137, 20.53441, 18.74776, 17.75624, 17.07253, STAR , 0.000151197  ,  63.0, 16.844, 16.604, 12.15 , 8.887, 0.23999977   , 4.296959999999999
1237646586102284745, 87.200002074183 , -0.588222521095677  , 24.18021, 20.82574, 19.39   , 18.64279, 18.11626, STAR , 0.0001900895 ,  67.0, 15.502, 15.416, 12.143, 9.01 , 0.08599949   , 3.354469999999999
1237646586102285058, 87.1830277521733, -0.476124105174545  , 24.23842, 22.78296, 20.38404, 19.3179 , 18.58622, STAR , -3.71073e-05 ,  68.0, 16.771, 16.716, 12.605, 8.96 , 0.055000305  , 1.4554600000000022
1237646586102285076, 87.1883372398728, -0.562806577976759  , 23.68822, 21.26046, 19.58951, 18.71097, 18.10023, STAR , -5.597708e-05,  71.0, 15.744, 15.633, 12.428, 8.913, 0.11100006   , 2.427760000000003
1237646586102285118, 87.2049836166253, -0.484568963103406  , 24.75262, 22.50843, 20.29757, 19.12807, 18.37554, STAR , 4.093429e-05 ,  72.0, 15.258, 15.313, 11.644, 8.629, -0.05499935  , 2.2441899999999997
1237646586102285121, 87.2064735414542, -0.479943624877302  , 24.11911, 21.91897, 20.6545 , 20.01153, 19.50279, STAR , 2.287018e-05 ,  73.0, 15.985, 15.917, 12.416, 8.967, 0.06799984   , 2.2001399999999975
1237646586102285133, 87.2131474392198, -0.615520852302431  , 22.79113, 21.13827, 19.74307, 18.96704, 18.49227, STAR , 0.0002787777 ,  74.0, 14.499, 13.284,  9.7  , 7.387, 1.2149992    , 1.6528600000000004
1237646586102350009, 87.2734371197178, -0.481996859546605  , 23.00122, 21.51626, 20.32544, 19.64096, 19.35657, STAR , 0.0001414955 ,  75.0, 14.103, 13.86 , 10.853, 8.286, 0.24300003   , 1.484960000000001
1237646586102350145, 87.3181011249156, -0.569119255392315  , 24.22099, 21.4687 , 19.61226, 19.17776, 18.08555, STAR , -1.20949e-05 ,  77.0, 15.636, 15.556, 11.411, 8.445, 0.07999992   , 2.752290000000002
1237646586102350445, 87.3252503287067, -0.446837836771257  , 22.79696, 20.4397 , 19.2958 , 18.72725, 18.25955, STAR , 0.0002411118 ,  78.0, 16.37 , 16.125, 12.653, 8.815, 0.24500084   , 2.35726
1237646586102350542, 87.3468860557913, -0.60373171685133   , 25.3205 , 21.54081, 19.39459, 18.34406, 17.62637, STAR , 1.646361e-05 ,  79.0, 15.554, 15.538, 12.12 , 8.677, 0.015999794  , 3.7796899999999987
1237646586102350742, 87.3091621616194, -0.468493185061441  , 23.61422, 20.98248, 19.59119, 18.93814, 18.44794, STAR , 0.0002742337 ,  81.0, 15.48 , 15.58 , 12.518, 9.061, -0.10000038  , 2.6317400000000006
1237646586102415661, 87.4590111311846, -0.474679030213066  , 24.73789, 21.94794, 20.42072, 19.51349, 18.96269, STAR , 0.0001601976 ,  82.0, 12.496, 12.269, 11.763, 9.045, 0.22700024   , 2.789950000000001
1237646586102415685, 87.4767358636689, -0.588754173409653  , 22.0997 , 19.4309 , 17.99931, 16.66805, 15.91263, STAR , 7.91559e-05  ,  83.0, 14.954, 15.071, 12.453, 8.778, -0.116999626 , 2.6687999999999974
1237646586102415744, 87.4932926656022, -0.435713191643098  , 20.69613, 19.83279, 18.88312, 17.63141, 17.5943 , QSO  , 0.1209655    ,  84.0, 14.201, 14.376, 12.409, 8.94 , -0.17500019  , 0.8633400000000009
1237646586102415931, 87.431439220217 , -0.575397556065098  , 24.88629, 21.28887, 19.29825, 18.17749, 17.4354 , STAR , 0.0001610909 ,  85.0, 16.252, 16.766, 12.587, 8.321, -0.51399994  , 3.5974199999999996
1237646586102415943, 87.4525276279311, -0.556382153242201  , 23.62021, 21.40167, 19.33118, 18.04974, 17.22883, STAR , 0.0001747583 ,  86.0, 15.9  , 16.345, 12.579, 8.966, -0.4449997   , 2.218540000000001
1237646586102415986, 87.4856368347187, -0.604604759674552  , 23.00816, 20.63952, 19.37081, 18.70054, 18.22521, STAR , 0.0001301188 ,  87.0, 14.294, 13.37 , 10.643, 8.044, 0.9239998    , 2.368639999999999
1237646586102416062, 87.4161821465416, -0.438068299624995  , 23.83282, 21.5013 , 19.2783 , 18.35171, 17.64585, STAR , 0.0002058245 ,  88.0, 14.588, 14.335, 12.624, 9.149, 0.25300026   , 2.331520000000001
1237646586102416064, 87.4235391830083, -0.567264537496938  , 24.64595, 21.78744, 19.74466, 18.41306, 17.59138, STAR , 0.0001126115 ,  89.0, 14.153, 12.594, 10.012, 8.134, 1.559        , 2.858509999999999
1237646586102416102, 87.5536255319771, -0.478500309874003  , 24.39256, 22.01656, 19.93411, 18.57642, 17.67661, STAR , 5.860258e-05 ,  90.0, 13.975, 13.942, 10.611, 8.316, 0.032999992  , 2.3760000000000012
1237646586102416333, 87.4850942666989, -0.482212395876266  , 23.81127, 21.73082, 20.41753, 19.68984, 19.22413, STAR , 0.0001718695 ,  91.0, 12.337, 11.76 , 10.026, 7.808, 0.57699966   , 2.080449999999999
1237646586102416346, 87.490561673675 , -0.531960545627269  , 24.435  , 22.51611, 20.57629, 19.22731, 18.45646, STAR , 5.40374e-05  ,  92.0, 14.394, 14.37 , 11.986, 8.773, 0.024000168  , 1.9188899999999975
1237646586102416392, 87.506731989642 , -0.569115563958438  , 23.86831, 22.43255, 20.3142 , 18.93882, 18.04329, STAR , 0.0001212016 ,  93.0, 11.916, 11.446,  9.378, 6.434, 0.47000027   , 1.435760000000002
1237646586102416400, 87.5100101144631, -0.428690494246309  , 25.0641 , 22.47252, 20.16461, 18.84669, 17.85623, STAR , 3.138319e-05 ,  94.0, 13.581, 13.539, 12.283, 9.057, 0.04200077   , 2.5915800000000004
1237646586102416447, 87.5271069246742, -0.58130703483431   , 25.04912, 21.96797, 20.03846, 19.09675, 18.51685, STAR , 0.0002438315 ,  95.0, 15.008, 14.937, 12.391, 8.977, 0.0710001    , 3.0811499999999974
1237646586102480944, 87.5963589270334, -0.531728149151266  , 23.75973, 21.4403 , 19.37716, 18.13768, 17.34057, STAR , 0.0001434749 ,  96.0, 15.136, 15.213, 12.374, 8.876, -0.07700062  , 2.3194300000000005
1237646586102481016, 87.6584812382155, -0.435926027520369  , 21.14301, 19.22914, 18.11113, 17.51951, 17.08874, STAR , 6.461922e-05 ,  97.0, 12.793, 12.586, 12.036, 8.782, 0.20699978   , 1.9138699999999993
1237646586102481258, 87.6062668589182, -0.566135887644564  , 24.7096 , 21.80236, 20.66657, 19.96182, 19.43655, QSO  , 1.137963     ,  98.0,  8.903,  8.514,  4.665, 2.483, 0.38899994   , 2.907239999999998
1237646586102481413, 87.6715965925484, -0.604840485722432  , 21.77696, 18.83778, 17.37349, 15.72909, 14.78339, STAR , 3.670722e-05 ,  99.0, 13.22 , 13.8  ,  8.969, 6.224, -0.5799999   , 2.9391800000000003
1237646586102481463, 87.6927999730175, -0.519355199705925  , 20.82597, 18.68252, 17.57861, 16.99722, 16.6094 , STAR , 0.0004127622 , 100.0, 12.469, 12.309,  9.773, 6.446, 0.15999985   , 2.1434500000000014
1237646586102481553, 87.5849669230112, -0.61881160907295   , 22.31464, 20.36035, 19.27645, 18.69748, 18.28585, STAR , 0.0001066942 , 101.0, 12.276, 11.448,  9.098, 6.981, 0.82800007   , 1.9542900000000003
1237646586102481709, 87.7035050495874, -0.46688834262016   , 24.68044, 21.16082, 19.64737, 18.19839, 17.37416, STAR , 0.0001564047 , 102.0, 13.305, 13.145, 12.245, 9.057, 0.15999985   , 3.5196199999999997
1237646586102481837, 87.5788632760769, -0.558740258411589  , 26.09135, 22.04229, 20.14363, 18.59763, 17.70379, STAR , 0.0001444161 , 103.0, 14.201, 14.176, 12.475, 8.839, 0.025000572  , 4.049059999999997
1237646586102481919, 87.6087074993043, -0.608192782389182  , 22.55723, 21.09925, 20.0016 , 19.00326, 18.62835, QSO  , 0.184409     , 104.0, 15.07 , 14.825, 12.5  , 8.817, 0.24499989   , 1.4579799999999992
1237646586102481971, 87.6261373936796, -0.466714255110388  , 23.96421, 22.60051, 21.12731, 19.35616, 18.37763, STAR , 7.908763e-06 , 105.0, 13.841, 13.768, 12.174, 8.823, 0.072999954  , 1.3637000000000015
1237646586102546661, 87.7140606906953, -0.484438733184725  , 23.23458, 21.54789, 20.50191, 19.87959, 19.40852, QSO  , 2.783346     , 106.0, 13.412, 13.363, 10.976, 8.718, 0.048999786  , 1.6866900000000022
