objid              , ra              , dec                 , u       , g       , r       , i       , z       , class, redshift     , _q   , W1mag , W2mag , W3mag , W4mag, W1_W2        , u_g
1237645879562862699, 15.8961264648656, 1.26484510362016    , 20.14134, 19.28787, 19.04397, 18.96897, 18.79573, STAR , -0.0008209134,   2.0, 15.986, 14.719, 11.215, 8.31 , 1.2670002    , 0.853469999999998
1237645879580098737, 55.2961970044124, 1.27169205773492    , 20.169  , 20.1186 , 20.00968, 19.54327, 19.37404, QSO  , 1.837838     ,   5.0, 13.809, 13.831, 12.143, 8.849, -0.022000313 , 0.05039999999999978
1237645941286502503, 38.0379218207372, -1.04298108644375   , 19.35777, 20.15456, 24.80203, 17.77139, 18.46624, STAR , -8.218954e-05,   6.0, 14.923, 14.983, 12.845, 9.262, -0.059999466 , -0.7967900000000014
1237645941286568042, 38.0519598250764, -1.03620784982882   , 24.63467, 21.49866, 21.45066, 19.92876, 21.05994, STAR , -6.133055e-05,   7.0, 13.114, 13.141, 12.236, 8.606, -0.026999474 , 3.136009999999999
1237645941291614227, 49.6274851210218, -1.0417691497987    , 17.65612, 16.17133, 15.5894 , 15.3785 , 15.26744, STAR , -9.765775e-05,   8.0, 15.303, 15.306, 12.654, 9.035, -0.0029993057, 1.4847900000000003
1237645941824356481, 40.2721052364832, -0.642510265945889  , 19.23401, 17.5333 , 16.8743 , 16.63157, 16.49762, STAR , -5.2202e-05  ,   9.0, 16.78 , 15.69 , 12.017, 9.275, 1.0900011    , 1.7007100000000008
1237645942898229350, 40.5820323404104, 0.134770090982145   , 18.64558, 16.44336, 15.52452, 15.18185, 14.98858, STAR , 0.0001671379 ,  11.0, 14.115, 13.924, 11.936, 8.92 , 0.19099998   , 2.2022200000000005
1237645942898229471, 40.5866484645203, 0.087817311594574   , 21.17529, 18.88593, 17.84707, 17.4657 , 17.22915, STAR , 8.201628e-05 ,  13.0, 15.34 , 15.262, 11.933, 8.934, 0.07800007   , 2.289360000000002
1237645942898230097, 40.5793475271779, 0.182010176680141   , 23.45584, 22.33025, 22.16315, 21.5689 , 21.88052, QSO  , 1.570309     ,  14.0, 16.046, 16.309, 11.991, 9.059, -0.2630005   , 1.125589999999999
1237645942898230126, 40.5849309701887, 0.131274695916725   , 23.34163, 22.46378, 22.20699, 22.2005 , 22.2284 , QSO  , 2.276326     ,  15.0, 14.37 , 14.399, 12.544, 8.841, -0.029000282 , 0.8778499999999987
1237645942904389833, 54.55577638031  , 0.22324705880271    , 22.19868, 19.84683, 18.37413, 17.12478, 16.43615, STAR , -0.0001077839,  16.0, 15.26 , 15.21 , 12.167, 8.901, 0.05000019   , 2.351849999999999
1237645942904455278, 54.6834243705312, 0.216918587541457   , 20.79859, 19.54183, 19.04607, 18.82743, 18.74658, STAR , -6.275329e-05,  17.0, 16.776, 16.725, 12.158, 8.955, 0.050998688  , 1.2567599999999999
1237645942904455343, 54.7769799291301, 0.223335922826847   , 19.79918, 18.29659, 17.65989, 17.40492, 17.30932, STAR , -9.326459e-05,  18.0, 16.209, 16.699, 12.533, 9.112, -0.48999977  , 1.5025900000000014
1237645942904455388, 54.7723123434002, 0.21669792522357    , 23.15027, 21.05162, 19.65687, 18.86262, 18.41304, STAR , 0.0003130087 ,  19.0, 15.102, 14.472, 12.013, 8.504, 0.6300001    , 2.0986499999999992
1237645942904520909, 54.9111219327585, 0.220735813012347   , 22.02289, 19.26772, 17.75936, 17.04514, 16.61452, STAR , -1.234244e-05,  20.0, 13.973, 13.887, 12.505, 8.487, 0.08599949   , 2.7551699999999997
1237645942904520914, 54.9236340251032, 0.221918217172192   , 23.40751, 20.02904, 18.51576, 17.8002 , 17.40633, STAR , -0.0001354448,  21.0, 12.899, 12.913, 12.254, 8.985, -0.013999939 , 3.37847
1237645942904586466, 55.1063806063241, 0.219220515132176   , 20.47795, 19.07143, 18.49185, 18.27523, 18.21685, STAR , 0.0001493801 ,  22.0, 14.731, 14.612, 12.205, 8.602, 0.11899948   , 1.4065200000000004
1237645942904914039, 55.7437304311277, 0.21634242770469    , 20.06968, 18.75596, 18.16277, 17.92969, 17.92194, STAR , -0.0003995959,  23.0, 15.435, 14.28 , 11.036, 8.159, 1.1550007    , 1.31372
1237645942905110842, 56.2342367230983, 0.222159905209195   , 21.16108, 20.64433, 19.94781, 19.27042, 18.99279, QSO  , 0.4469347    ,  24.0, 15.759, 15.306, 12.098, 8.661, 0.45300007   , 0.5167499999999983
1237645942905372939, 56.8124574683907, 0.219558796279035   , 23.27591, 20.35437, 18.82604, 17.39119, 16.5816 , STAR , -3.632986e-05,  25.0, 15.387, 15.23 , 12.071, 8.699, 0.15700054   , 2.9215400000000002
1237645942905569371, 57.281615211522 , 0.0187678802337251  , 16.4848 , 14.92993, 14.56054, 14.53054, 14.19394, STAR , -0.0001421523,  26.0, 12.51 , 12.564, 12.255, 8.612, -0.0539999   , 1.5548699999999993
1237645942905569521, 57.2060848993444, 0.0274351513427318  , 24.06832, 21.39478, 19.75345, 18.41416, 17.61762, STAR , 0.0002120852 ,  27.0, 15.339, 13.944, 10.883, 8.362, 1.3949995    , 2.673539999999999
1237645942905634929, 57.4057655489   , 0.0999447174141334  , 19.77787, 19.45023, 19.15962, 18.9185 , 18.72023, QSO  , 1.967009     ,  29.0, 13.264, 12.07 ,  9.361, 7.188, 1.1940002    , 0.3276399999999988
1237645942905635264, 57.3992522582091, 0.209324548711707   , 23.75402, 22.39903, 20.70438, 19.41228, 18.71345, STAR , -6.629725e-05,  30.0, 12.715, 12.741, 12.11 , 8.632, -0.026000023 , 1.3549900000000008
1237645942905700356, 57.5121037053493, 0.0848866189272191  , 18.83897, 17.63091, 17.09078, 16.84627, 16.71464, STAR , 8.889643e-05 ,  31.0, 14.822, 14.853, 12.541, 8.255, -0.031000137 , 1.2080599999999997
1237645942905700448, 57.6053752996826, 0.0272751123700102  , 18.21801, 15.95427, 14.95673, 14.59481, 14.36269, STAR , -2.619098e-05,  32.0, 16.281, 14.993, 11.712, 8.229, 1.2880001    , 2.2637400000000003
1237645942905700553, 57.6472530217318, 0.0306952078281232  , 19.73725, 19.4862 , 19.04919, 18.85514, 18.79748, QSO  , 1.429148     ,  33.0, 15.503, 14.091, 10.994, 8.561, 1.4120007    , 0.25104999999999933
1237645942905765958, 57.7692716788675, 0.0183853337606377  , 24.20345, 24.53743, 21.62383, 20.44507, 20.40582, STAR , 0.0002609348 ,  34.0, 17.577, 17.053, 11.89 , 8.656, 0.52400017   , -0.3339800000000004
1237645942905831442, 57.8249986846345, 0.215608953191162   , 17.68076, 17.32501, 17.1707 , 17.08611, 17.03252, QSO  , 0.6822563    ,  35.0, 13.015, 12.98 , 11.881, 8.877, 0.0350008    , 0.35575000000000045
1237645942905831562, 57.9434578361393, 0.0596777640983914  , 16.93403, 15.38486, 14.69913, 14.44319, 14.33092, STAR , 0.0001166088 ,  36.0, 14.814, 13.552, 10.896, 8.351, 1.2620001    , 1.5491700000000002
1237645942905831605, 57.8654633145069, 0.149956863193641   , 22.19689, 19.6663 , 18.3876 , 17.53941, 17.1504 , STAR , 7.551349e-05 ,  37.0, 14.565, 14.415, 12.073, 9.029, 0.14999962   , 2.53059
1237645942905831607, 57.8666985784395, 0.0706767803986773  , 20.30746, 19.95838, 19.73298, 19.47332, 19.4019 , QSO  , 1.547692     ,  38.0, 15.231, 15.174, 12.635, 8.664, 0.05700016   , 0.3490800000000007
1237645942905831654, 57.9170237643316, 0.175591832886658   , 20.2789 , 20.04589, 19.51152, 19.43904, 19.38451, QSO  , 1.244225     ,  39.0, 11.875, 11.88 , 11.818, 8.707, -0.0050001144, 0.23301000000000016
1237645942905897089, 57.9751440500755, 0.175447929099666   , 20.33587, 19.2508 , 18.86774, 18.7108 , 18.61204, STAR , 0.0006643924 ,  40.0, 14.245, 14.26 , 12.178, 9.004, -0.015000343 , 1.0850699999999982
1237645942905897179, 58.0979620787617, 0.101863540797799   , 20.69693, 18.00692, 16.49571, 15.70788, 15.26716, STAR , 0.0002026054 ,  41.0, 15.896, 15.849, 12.474, 8.921, 0.04699993   , 2.6900099999999973
1237645942905962575, 58.1754593923652, 0.218693321553306   , 19.33956, 19.10073, 18.66402, 18.58816, 18.6467 , QSO  , 1.161747     ,  43.0, 15.69 , 15.745, 12.391, 8.488, -0.055000305 , 0.2388300000000001
1237645942905962656, 58.1060839107507, 0.190851328472913   , 23.9199 , 20.93173, 19.40141, 18.01012, 17.23484, STAR , 5.016178e-05 ,  44.0, 15.582, 15.531, 12.094, 9.068, 0.05099964   , 2.9881699999999967
1237645942906028070, 58.3040235328671, 0.0138136516578401  , 18.53223, 17.24661, 16.77493, 16.59758, 16.50323, STAR , 4.655017e-05 ,  45.0, 17.447, 17.095, 12.539, 8.909, 0.3520012    , 1.285619999999998
1237645942906028116, 58.3957362486495, 0.209765911303569   , 17.0049 , 15.36086, 14.49837, 14.39811, 13.7894 , STAR , 0.0006135278 ,  46.0, 14.096, 13.868, 12.241, 9.095, 0.22799969   , 1.6440399999999986
1237645942906028124, 58.2713410658662, 0.0963020954021856  , 21.96671, 19.09438, 17.6361 , 16.9917 , 16.56875, STAR , 0.0002495858 ,  47.0, 14.184, 13.202, 10.672, 8.431, 0.98200035   , 2.872329999999998
1237645942906028214, 58.3210074846897, 0.145993214829941   , 23.17228, 20.57825, 19.14963, 18.55397, 18.15417, STAR , -5.492099e-05,  48.0, 14.554, 14.532, 12.529, 8.695, 0.022000313  , 2.59403
1237645942906028227, 58.3704943128779, 0.0541890239600023  , 22.00985, 20.54013, 19.79456, 19.47281, 19.34925, STAR , -0.0006849247,  49.0, 16.046, 16.247, 12.691, 9.099, -0.20100021  , 1.4697199999999988
1237645942906028231, 58.3841826016766, 0.120674331473783   , 23.84005, 21.06144, 19.41521, 18.68657, 18.18893, STAR , -4.827339e-05,  50.0, 16.697, 17.008, 12.802, 9.155, -0.31099892  , 2.7786100000000005
1237645942906028249, 58.3048153441305, 0.0863877582560843  , 24.16281, 22.07916, 20.40646, 19.02949, 18.18834, STAR , 8.113415e-05 ,  52.0, 14.978, 15.289, 12.579, 9.202, -0.31099987  , 2.0836499999999987
1237645942906028511, 58.3551634525876, 0.0795489122483548  , 24.50392, 21.8972 , 21.1263 , 20.79458, 20.36792, QSO  , 6.449718     ,  53.0, 14.56 , 14.524, 12.461, 9.121, 0.03600025   , 2.6067199999999993
1237645942906093728, 58.5214460694364, 0.185546616788395   , 22.81635, 20.2268 , 18.74288, 17.21303, 16.4029 , STAR , -0.0003783596,  54.0, 13.58 , 13.629, 12.053, 9.002, -0.048999786 , 2.589549999999999
1237645942906290310, 58.8721741191512, 0.135314258172131   , 20.27496, 19.82026, 19.28656, 19.07273, 18.48734, QSO  , 0.3295562    ,  55.0, 16.61 , 16.585, 12.766, 9.313, 0.025001526  , 0.454699999999999
1237645942906290409, 58.9254664035334, 0.0368912122995931  , 23.22584, 20.86104, 19.08917, 17.84438, 17.26167, STAR , 1.263038e-05 ,  56.0, 14.648, 14.591, 12.821, 9.13 , 0.05700016   , 2.3648000000000025
1237645943433396364, 36.6536741100505, 0.631102526922811   , 19.4573 , 18.126  , 17.62662, 17.45301, 17.32834, STAR , 9.134632e-05 ,  57.0, 14.67 , 14.813, 12.834, 9.167, -0.14299965  , 1.3312999999999988
1237645943433855052, 37.6901262928042, 0.630372377768456   , 19.25001, 18.32965, 17.98234, 17.86072, 17.78243, STAR , 0.0001035243 ,  58.0, 14.859, 14.924, 12.771, 9.371, -0.06499958  , 0.9203599999999987
1237645943434969150, 40.2797407546649, 0.563509179587932   , 18.41061, 17.24516, 17.35439, 17.45092, 17.5481 , STAR , 0.0003989428 ,  59.0, 16.019, 15.074, 11.903, 8.545, 0.94499874   , 1.1654499999999999
1237645943434969245, 40.2712409217078, 0.619779254105046   , 19.70997, 17.79713, 17.0113 , 16.7352 , 16.59122, STAR , 0.0001675098 ,  60.0, 13.233, 13.201, 12.758, 9.185, 0.031999588  , 1.9128399999999992
1237645943434969249, 40.2777330900701, 0.460594993879724   , 20.87716, 18.34473, 17.20554, 16.76624, 16.51452, STAR , 4.691334e-05 ,  61.0, 14.178, 14.099, 12.497, 9.261, 0.07900047   , 2.5324300000000015
1237645943434969267, 40.2849123265569, 0.486951288369341   , 19.72747, 17.1829 , 16.09258, 15.68735, 15.47521, STAR , 9.672801e-05 ,  69.0, 15.195, 15.235, 12.6  , 9.414, -0.03999996  , 2.54457
1237645943435034677, 40.3565196431882, 0.586707857373839   , 19.15436, 18.23266, 17.97747, 17.89799, 17.85765, STAR , 0.0007481935 ,  70.0, 15.097, 13.882, 10.986, 8.537, 1.2150002    , 0.9217000000000013
1237645943435034680, 40.3848878297155, 0.437542437340855   , 23.95843, 21.32254, 19.64013, 18.06835, 17.2652 , STAR , -7.858648e-05,  72.0, 16.207, 14.989, 12.319, 8.839, 1.2180004    , 2.63589
1237645943435034711, 40.3659115718305, 0.482156786906172   , 18.40755, 16.80093, 16.25361, 16.07363, 15.99621, STAR , -2.696957e-05,  74.0, 15.053, 14.739, 12.47 , 9.26 , 0.31400013   , 1.6066199999999995
1237645943435034760, 40.307422835021 , 0.485714796433096   , 20.08746, 18.24578, 17.40633, 17.00751, 16.77422, STAR , -9.853746e-05,  75.0, 15.458, 15.506, 12.75 , 9.318, -0.047999382 , 1.8416800000000002
1237645943435034762, 40.3264817909519, 0.491397101377885   , 20.30934, 20.02516, 19.7519 , 19.8051 , 19.7398 , QSO  , 1.096189     ,  76.0, 15.944, 15.753, 12.823, 9.239, 0.19099998   , 0.2841799999999992
1237645943435034775, 40.3288857600896, 0.508448985171841   , 21.1137 , 18.50571, 17.04259, 16.20682, 15.65484, STAR , 0.0001238566 ,  77.0, 16.158, 15.819, 12.847, 9.224, 0.3390007    , 2.607990000000001
1237645943435034783, 40.3480751859333, 0.494853332216964   , 21.4731 , 18.95885, 17.59307, 16.8224 , 16.40786, STAR , 4.973223e-06 ,  78.0, 15.859, 15.757, 12.908, 9.179, 0.10200024   , 2.514249999999997
1237645943435034831, 40.3425301544059, 0.598421651039677   , 23.05161, 20.76102, 19.60165, 19.15798, 18.93674, STAR , 0.0001892717 ,  79.0, 16.535, 16.225, 12.757, 8.83 , 0.30999947   , 2.2905900000000017
1237645943435034856, 40.2922951714547, 0.45805951555963    , 21.32218, 20.11019, 19.63111, 19.45875, 19.27914, STAR , 0.0003027859 ,  80.0, 15.681, 14.955, 12.188, 9.058, 0.72599983   , 1.2119900000000001
1237645943435034880, 40.3451225720057, 0.436105359405672   , 21.33695, 20.22301, 20.09698, 20.16526, 20.15811, STAR , -0.0005550211,  81.0, 16.523, 15.052, 12.161, 8.589, 1.4710007    , 1.113940000000003
1237645943435034889, 40.3659870195614, 0.593421716402929   , 22.36231, 21.95747, 21.85618, 22.05066, 21.5146 , QSO  , 1.280083     ,  82.0, 17.072, 15.861, 12.52 , 9.185, 1.2110004    , 0.4048400000000001
1237645943435034939, 40.3029080284415, 0.455072846664288   , 22.97334, 22.40529, 22.11516, 22.04108, 22.03048, QSO  , 1.047137     ,  83.0, 15.422, 15.203, 12.554, 9.192, 0.21899986   , 0.5680499999999995
1237645943435035137, 40.3103680936396, 0.45288988807798    , 23.6668 , 23.6036 , 22.30213, 22.24644, 22.42457, QSO  , 1.24222      ,  84.0, 17.256, 16.701, 12.875, 9.102, 0.5550003    , 0.06319999999999837
1237645943435035168, 40.3421155065793, 0.587848792297896   , 24.78403, 23.01854, 22.37157, 22.2806 , 22.4921 , STAR , -0.0001050816,  85.0, 13.693, 13.726, 12.895, 9.175, -0.032999992 , 1.7654899999999998
1237645943973609500, 44.2231786933946, 1.05138254667046    , 17.91608, 16.9998 , 16.61383, 16.46706, 16.39825, STAR , -0.0004250375,  86.0, 15.381, 15.557, 12.322, 9.014, -0.1760006   , 0.9162800000000004
1237645943973609503, 44.2442824422536, 0.91322981384929    , 19.388  , 19.28972, 18.97274, 18.96854, 19.04584, QSO  , 1.118061     ,  88.0, 14.672, 14.795, 12.869, 8.849, -0.123000145 , 0.09828000000000259
1237645943973609570, 44.1903004662194, 0.889275500590426   , 20.75858, 20.02213, 19.67522, 19.57206, 19.56455, STAR , 0.003569196  ,  90.0, 14.97 , 13.989, 10.944, 8.219, 0.98099995   , 0.7364499999999978
1237645943973609574, 44.2182914773534, 0.937379514761553   , 20.27534, 20.21467, 19.82522, 19.68236, 19.82938, QSO  , 1.185911     ,  92.0, 15.34 , 15.151, 12.171, 9.297, 0.18900013   , 0.060669999999998225
1237645943973609585, 44.2317822231662, 0.955137291910918   , 20.27888, 19.24688, 18.75989, 18.55534, 18.4969 , STAR , -0.0002002291,  93.0, 16.731, 16.885, 12.527, 9.213, -0.15399933  , 1.032
1237645943973609591, 44.2529311050818, 0.919910065177051   , 20.32457, 18.73342, 17.98873, 17.65988, 17.48757, STAR , -0.0004402835,  94.0, 16.912, 15.765, 12.324, 9.134, 1.1470003    , 1.5911500000000025
1237645943973609599, 44.2554042347351, 1.05497615793861    , 19.48185, 17.89582, 17.25847, 17.01245, 16.8871 , STAR , 0.0002448887 ,  95.0, 17.488, 16.436, 12.241, 9.146, 1.052        , 1.586030000000001
1237645943973609643, 44.3176992980324, 0.90097655129701    , 21.69848, 19.59746, 18.57647, 18.12275, 17.87411, STAR , -0.0002210987,  96.0, 17.167, 15.895, 12.466, 9.107, 1.2719994    , 2.1010199999999983
1237645943973609659, 44.2148357197897, 0.993457658412153   , 23.19409, 20.71985, 19.37242, 18.67682, 18.26025, STAR , -0.0001739648,  97.0, 17.459, 16.198, 12.74 , 9.232, 1.2609997    , 2.474239999999998
1237645943973609661, 44.2306502996922, 0.897511535820823   , 23.46785, 21.50057, 20.08193, 18.97816, 18.35723, STAR , 5.094727e-05 ,  98.0, 17.504, 17.111, 12.762, 8.384, 0.39299965   , 1.9672799999999988
1237645943973609663, 44.2375434931141, 0.986669090795613   , 24.58152, 20.59771, 19.39954, 18.89094, 18.63201, STAR , 8.636532e-05 , 102.0, 16.928, 16.432, 12.497, 8.973, 0.4960003    , 3.983810000000002
1237645943973609729, 44.2415570930409, 0.890063192796081   , 21.88259, 21.82032, 21.26077, 20.92069, 20.34123, QSO  , 0.9596722    , 103.0, 15.731, 15.976, 12.354, 8.935, -0.24499989  , 0.0622700000000016
1237645943973609737, 44.2836833696907, 0.971539254102969   , 20.5682 , 20.69011, 20.18111, 20.22575, 20.38347, QSO  , 1.248642     , 104.0, 15.319, 15.452, 12.303, 8.935, -0.13299942  , -0.12190999999999974
1237645943973609738, 44.2870633837256, 0.956793696874382   , 21.83127, 21.79577, 21.3972 , 20.98425, 20.99079, QSO  , 1.528805     , 105.0, 16.546, 16.889, 12.392, 8.617, -0.3430004   , 0.03549999999999898
1237645943973610025, 44.3231895028908, 1.04341465744927    , 24.65883, 23.75643, 22.49752, 20.08005, 18.71401, STAR , -6.253898e-05, 106.0, 15.283, 14.212, 11.38 , 8.886, 1.0710001    , 0.9023999999999965
1237645943973610075, 44.207580773517 , 0.948709775552958   , 22.97698, 23.57167, 22.19072, 21.60454, 21.74852, QSO  , 1.273766     , 107.0, 17.121, 17.138, 12.344, 8.604, -0.017000198 , -0.5946899999999999
1237645943973675061, 44.3905029817035, 0.90330611009382    , 17.71465, 16.20278, 15.58864, 15.36798, 15.23839, STAR , -9.822403e-05, 108.0, 15.175, 14.865, 12.041, 8.974, 0.31000042   , 1.5118699999999983
1237645943973675064, 44.3930863885556, 0.957840268246863   , 18.58106, 17.48278, 17.08224, 16.94469, 16.86253, STAR , 0.0002223217 , 109.0, 15.361, 14.773, 11.892, 8.253, 0.5880003    , 1.098279999999999
1237645943973675103, 44.4433514389875, 1.01836367586606    , 17.78227, 17.62147, 17.92135, 18.2149 , 18.49106, STAR , 0.0001455912 , 110.0, 15.859, 14.65 , 11.477, 8.532, 1.2090006    , 0.16080000000000183
1237645943973675114, 44.4520331252251, 0.91496601334352    , 17.74149, 16.5935 , 16.17159, 16.02715, 15.93656, STAR , 0.0001068582 , 111.0, 14.844, 14.613, 12.433, 9.068, 0.23099995   , 1.14799
1237645943973675139, 44.340618132845 , 1.03927937121892    , 21.41023, 19.99097, 19.93641, 20.03777, 20.05154, STAR , -0.0005656344, 112.0, 16.125, 16.368, 12.464, 8.68 , -0.24300003  , 1.4192599999999977
1237645943973675184, 44.467397601229 , 0.886468308760939   , 20.32575, 20.06967, 19.7978 , 19.57714, 19.1912 , QSO  , 0.4100541    , 113.0, 15.568, 14.525, 11.817, 8.306, 1.0430002    , 0.25608000000000075
1237645943973675213, 44.4102454732326, 0.940049023148808   , 22.7391 , 20.51887, 19.56112, 19.26419, 18.97214, STAR , 0.0001905988 , 115.0, 13.433, 13.45 , 12.428, 8.921, -0.017000198 , 2.220230000000001
1237645943973675227, 44.4706246134538, 0.938891673668968   , 23.54873, 20.77683, 19.20129, 18.22792, 17.64319, STAR , 0.0002511565 , 117.0, 15.925, 16.105, 12.294, 8.831, -0.17999935  , 2.7718999999999987
1237645943973675266, 44.359729641189 , 0.951566658847713   , 21.8728 , 21.78912, 21.40793, 21.11704, 20.94154, QSO  , 0.5972331    , 118.0, 16.112, 14.789, 11.995, 8.656, 1.323        , 0.08368000000000109
1237645943973675270, 44.376405268069 , 1.03838450709146    , 21.30309, 20.67854, 20.62993, 20.53562, 20.3172 , QSO  , 2.116208     , 119.0, 16.443, 16.002, 12.556, 9.143, 0.44099998   , 0.6245499999999993
1237645943973675284, 44.445242111007 , 0.994424381640173   , 21.97678, 21.69002, 21.65815, 21.30574, 21.69213, QSO  , 1.626991     , 121.0, 14.834, 14.879, 12.53 , 9.07 , -0.045000076 , 0.286760000000001
1237645943973675542, 44.454333157431 , 0.969567104265955   , 23.29329, 22.18138, 22.14225, 21.60317, 21.62629, QSO  , 1.727565     , 122.0, 16.056, 14.922, 12.279, 8.62 , 1.1339998    , 1.1119099999999982
1237645943973740743, 44.4811061783082, 0.893848604314515   , 22.08327, 21.92752, 21.62403, 21.40738, 21.38257, QSO  , 1.613438     , 124.0, 17.3  , 16.767, 12.447, 8.554, 0.53299904   , 0.1557499999999976
1237645943973740744, 44.4815181007564, 0.978521130321206   , 22.0458 , 21.28178, 21.65474, 21.24052, 21.41294, QSO  , 1.792817     , 125.0, 15.196, 15.383, 12.468, 8.974, -0.18700027  , 0.7640199999999986
1237645943975182466, 47.821800496086 , 1.0468910014196     , 19.84112, 18.31459, 17.70017, 17.45584, 17.36307, STAR , 6.093838e-05 , 126.0, 13.867, 13.859, 12.553, 8.867, 0.00799942   , 1.526530000000001
1237645943976493117, 50.9171677223073, 0.901690437176396   , 17.56852, 16.07338, 15.48176, 15.28377, 15.19522, STAR , 0.0002400847 , 127.0, 14.398, 14.426, 12.132, 8.329, -0.027999878 , 1.4951399999999992
1237645943976493143, 50.9111924715917, 0.958209998861267   , 24.35689, 20.56286, 18.96594, 18.08315, 17.60343, STAR , 0.0003166502 , 129.0, 15.168, 15.288, 12.288, 8.882, -0.119999886 , 3.7940299999999993
1237645943976493233, 50.8517533044646, 0.952886565590363   , 22.08768, 20.0287 , 19.2669 , 18.97199, 18.77237, STAR , 0.0001145605 , 130.0, 14.222, 14.287, 12.308, 8.504, -0.06499958  , 2.0589799999999983
1237645943976493249, 50.8700420068266, 1.01117377002126    , 23.37992, 20.31189, 18.93714, 18.19742, 17.80151, STAR , 0.0001654938 , 131.0, 13.954, 13.999, 11.973, 8.924, -0.044999123 , 3.0680300000000003
1237645943976493254, 50.9014406628118, 0.986876568901292   , 22.35711, 19.70595, 18.34925, 17.75518, 17.41731, STAR , 0.0002237857 , 132.0, 17.051, 16.413, 12.24 , 8.761, 0.6380005    , 2.6511599999999973
1237645943976493259, 50.9115068918831, 1.00940081217078    , 19.9598 , 18.74298, 18.21452, 18.03182, 17.94836, STAR , 0.0001671365 , 133.0, 15.724, 15.959, 12.379, 8.884, -0.23499966  , 1.216820000000002
1237645943976493295, 50.7942235387245, 0.904795185545437   , 20.95011, 20.49389, 19.96259, 20.00427, 19.90314, QSO  , 1.055772     , 137.0, 14.218, 14.288, 12.187, 8.965, -0.069999695 , 0.4562199999999983
1237645943976493329, 50.8390879783464, 0.903017953854842   , 22.89115, 21.13601, 19.93862, 19.40444, 19.09804, STAR , 1.395532e-05 , 138.0, 14.681, 14.786, 12.551, 8.92 , -0.105000496 , 1.7551400000000008
1237645943976493332, 50.9066464313082, 1.02155514796771    , 23.98771, 21.11526, 19.73831, 18.50679, 17.80876, STAR , 0.0002358177 , 139.0, 13.815, 13.861, 12.458, 9.094, -0.04600048  , 2.8724500000000006
1237645943976493342, 50.7775163621719, 0.883237393861346   , 21.5328 , 21.06651, 20.51501, 19.94328, 19.60336, QSO  , 3.784543     , 140.0, 13.979, 13.98 , 12.095, 8.641, -0.0009994507, 0.46629000000000076
1237645943976493356, 50.7863411132355, 0.994652919948239   , 20.93615, 20.27921, 20.01723, 19.56771, 19.39163, QSO  , 1.715087     , 141.0, 14.383, 14.385, 12.347, 8.633, -0.001999855 , 0.6569400000000023
1237645943976624393, 51.163303493728 , 1.04733134849848    , 24.27037, 22.63865, 21.05836, 18.95862, 17.81146, STAR , 0.0001518687 , 142.0, 13.88 , 13.916, 12.057, 8.972, -0.03600025  , 1.6317200000000014
1237645943976689870, 51.2395766360727, 1.04675373835549    , 24.22564, 21.13661, 19.62566, 18.859  , 18.42587, STAR , -0.0003392915, 143.0, 14.401, 14.287, 12.226, 8.779, 0.11400032   , 3.0890299999999975
1237645943976820842, 51.5403284730902, 1.04626735437758    , 19.73723, 19.23935, 18.79191, 18.66024, 18.61958, QSO  , 1.129553     , 144.0, 15.454, 15.416, 12.506, 9.007, 0.038000107  , 0.49787999999999855
1237645943977607393, 53.4329531763183, 1.04575894952114    , 25.1095 , 24.67829, 23.33395, 22.83453, 22.63886, QSO  , 2.616994     , 145.0, 15.435, 15.543, 12.508, 8.234, -0.1079998   , 0.4312100000000001
1237645943978262549, 54.8247367094494, 1.04692879917416    , 18.18402, 16.48214, 15.80072, 15.61333, 16.15156, STAR , 0.0003927546 , 146.0, 14.596, 14.673, 12.02 , 8.53 , -0.07700062  , 1.7018799999999992
1237645943978328086, 54.9778395193665, 0.974073681154095   , 24.9058 , 21.5857 , 20.51728, 18.95226, 18.38489, STAR , 0.000242097  , 147.0, 15.162, 14.878, 12.391, 8.807, 0.28399944   , 3.3201
1237645943978328190, 55.094295906282 , 0.912256991515612   , 19.27545, 18.16917, 17.65645, 17.43523, 17.34202, STAR , 0.0006921116 , 148.0, 15.795, 15.722, 12.498, 8.887, 0.072999954  , 1.1062799999999982
1237645943978328209, 54.9883297675069, 0.921200655355783   , 20.0968 , 19.93102, 19.6668 , 19.56208, 19.51738, QSO  , 1.242289     , 149.0, 16.363, 16.5  , 12.334, 8.718, -0.13699913  , 0.1657800000000016
1237645943978328218, 55.0019742332075, 0.998558354448694   , 19.73231, 18.54959, 18.10173, 17.91755, 17.83376, STAR , 0.0002320375 , 150.0, 16.695, 15.738, 12.433, 8.686, 0.9569998    , 1.1827199999999998
1237645943978328243, 55.0367559154727, 0.935099367986629   , 24.92799, 22.96651, 21.37353, 20.09437, 19.4394 , STAR , -0.0001337186, 153.0, 14.671, 14.659, 12.507, 8.605, 0.01199913   , 1.9614800000000017
1237645943978328248, 55.0435060942383, 1.03692510565746    , 20.62678, 18.50295, 17.48383, 17.04765, 16.81023, STAR , 0.0002970013 , 154.0, 15.128, 15.113, 12.352, 9.014, 0.015000343  , 2.1238300000000017
1237645943978328358, 55.0681787020054, 0.996424190297459   , 20.8536 , 20.58256, 20.12568, 20.05822, 20.43497, QSO  , 1.170371     , 155.0, 15.036, 14.967, 12.369, 8.589, 0.069000244  , 0.2710399999999993
