objid,ra,dec,u,g,r,i,z,class,redshift
1237646586640139709,89.380622742959,-0.161271413661497,24.10994,22.73518,20.71536,19.19241,18.2549,STAR,-6.478238e-06
1237646586640139766,89.3999806087472,-0.161523385164205,23.66388,21.71784,19.82238,18.56499,17.7778,STAR,0.000236829
1237646586640205067,89.5441868096484,-0.115252345991894,24.30093,20.94473,19.46217,18.04351,17.2909,STAR,-2.408786e-05
1237646586640205075,89.574414153517,-0.0581764660240123,23.81721,22.03616,20.1824,18.65675,17.80297,STAR,0.0001073128
1237646586640205264,89.5259684052699,-0.143659903493672,25.91072,22.51332,20.59772,19.33768,18.61236,STAR,-5.759449e-05
1237646586640270718,89.674312388291,-0.109654826553045,24.46591,21.28381,19.50225,18.47425,17.86142,STAR,0.0001390862
1237646586640270728,89.7022621667607,-0.0044572841593299,23.71899,20.99325,19.22507,17.73092,16.93914,STAR,0.0001517902
1237646586640271125,89.7381392340021,-0.170697026041934,24.79893,22.85312,20.61367,19.39255,18.61174,STAR,3.13461e-05
1237646586640335974,89.9362405164948,-0.0396063750974149,22.08271,19.68948,18.22593,16.91084,16.17549,STAR,6.983132e-05
1237646586640336183,89.8595291036487,-0.00711355119631953,23.99434,21.51405,19.54136,18.3958,17.67714,STAR,2.97914e-05
1237646586640336699,89.8965135314903,-0.185335953249519,25.29036,22.1965,20.49063,19.06918,18.3283,STAR,-7.23367e-05
1237646586640401575,90.0763955557652,-0.0444925761807253,22.18685,19.21768,17.73269,16.48802,15.80456,STAR,0.0001015584
1237646586640402058,89.9850457546595,-0.173023809942437,23.84547,22.24312,20.51756,19.25972,18.47095,STAR,0.0001349758
1237646586640402349,90.0713557823883,-0.0131783015238403,23.84855,22.01074,20.66594,20.05837,19.61994,STAR,-0.004021314
1237646586640402565,89.9735555471925,-0.194903191772631,25.76425,23.99151,22.24408,19.4686,17.77992,STAR,0.0001374
1237646586640467227,90.1073847419586,-0.156410934834328,21.31854,20.76653,20.1668,18.80521,17.75326,STAR,3.621094e-05
1237646586640467241,90.1727924765715,-0.0476702602919071,25.08774,21.47726,19.7977,18.47657,17.75735,STAR,0.0003156853
1237646586640467579,90.1793988969388,-0.163564152649185,25.25866,22.09114,20.29201,19.23827,18.51182,STAR,0.0001905815
1237646586640531757,90.3905733337093,-0.17552473137126,23.75852,21.53281,19.486,18.3674,17.69895,STAR,4.310543e-05
1237646586640532672,90.2768457429859,-0.112190541472534,24.46882,20.89273,18.97259,17.88131,17.19207,STAR,9.203191e-05
1237646586640532766,90.3278051749787,-0.0152975249971355,24.43507,21.13252,19.18167,18.15448,17.46715,STAR,0.0001812066
1237646586640598115,90.4601541405981,-0.0396197430240326,24.33267,21.91319,19.82067,18.583,17.79205,STAR,2.599792e-05
1237646586640598117,90.4689994669145,-0.151927596786217,25.11661,22.01047,20.26108,18.72598,17.82877,STAR,4.084904e-05
1237646586640598121,90.4860496575808,-0.0811956652406199,25.19129,21.50949,19.85362,17.90692,16.85799,STAR,2.083498e-05
1237646586640598194,90.4063629551147,-0.105814524472946,25.31346,22.31931,20.43351,18.99063,18.14783,STAR,0.0001113989
