objid,ra,dec,u,g,r,i,z,class,redshift,W1mag,W2mag,W1_W2,u_g,parallax,pmra,pmde
1237651067349631068,165.734775291671,64.4082593159562,20.27721,19.87881,19.66776,19.7324,19.86167,QSO,2.423657,16.919,15.96,0.9589999999999996,0.39839999999999876,0.5089,0.781,0.077
1237651754004119685,165.808055900229,2.53500914439841,20.49582,19.43475,18.95691,18.80998,18.68618,STAR,0.001111784,17.25,16.89,0.35999999999999943,1.0610699999999973,0.058,-13.573,-3.203
1237648722828984351,151.74758837163,1.13588155235866,19.05784,17.99233,17.61009,17.46888,17.4226,STAR,9.92249e-05,16.198,16.413,-0.21499999999999986,1.0655099999999997,0.268,-1.453,-1.039
1237651702451601527,128.746577125107,53.9246637875245,17.20966,15.74729,15.19938,15.00249,14.92227,STAR,-0.0001687165,13.531,13.521,0.009999999999999787,1.46237,0.9286,3.896,-2.293
1237651250946310185,125.364054335218,46.9828892460314,18.03081,16.76858,16.31297,16.1446,16.08312,STAR,-1.054463e-06,14.829,14.829,0.0,1.2622299999999989,0.5148,-2.507,-1.198
1237651191891165383,122.495531449507,45.7172140710689,19.38124,19.1367,18.67593,18.38169,17.82522,QSO,0.3659445,14.425,13.763,0.6620000000000008,0.2445399999999971,-0.1882,0.515,-0.293
1237651251488489806,138.275576829005,56.13047509029,21.66239,20.56443,19.78278,19.08892,19.05018,QSO,0.598048,14.061,12.942,1.1189999999999998,1.097959999999997,0.0578,0.715,-0.485
1237651066811711715,160.931523034109,63.3530495383065,20.66125,20.32399,20.21628,20.33737,19.981,QSO,0.8907404,16.122,15.204,0.9179999999999993,0.33726000000000056,1.7271,-0.694,-0.876
1237651250946375914,125.276360931228,47.2033643695704,21.17738,19.24486,18.52876,18.28168,18.18079,STAR,0.0001121926,16.6,16.976,-0.37599999999999767,1.9325200000000002,0.4238,-0.79,-2.762
1237648722292113511,151.814720236013,0.71621612425367,19.36711,19.1034,18.97296,18.74899,18.63704,QSO,1.680108,15.697,14.542,1.1549999999999994,0.26370999999999967,0.6214,-0.386,-0.457
1237651067350417595,170.016513409091,64.9708509702118,20.25989,19.40688,19.08538,19.01858,19.10724,STAR,-0.000385561,18.06,17.243,0.8170000000000002,0.8530099999999976,0.1495,-1.716,-4.767
1237651754003398790,164.154882730272,2.3740063112849,20.13222,18.63018,17.98444,17.72905,17.58359,STAR,-1.098755e-05,16.062,16.09,-0.027999999999998693,1.502040000000001,0.3528,-10.61,0.648
1237648720686219285,162.489665422318,-0.563262537418538,18.65056,17.22528,16.62856,16.41418,16.30919,STAR,0.0001287782,14.775,14.96,-0.1850000000000005,1.4252799999999972,0.3712,-9.661,-1.951
1237651203694723209,198.897136939218,-0.0608511961691289,20.49222,19.12668,18.63708,18.46911,18.43216,STAR,5.262985e-05,17.104,16.999,0.10500000000000043,1.3655399999999993,0.5085,-1.481,-10.558
1237651252584710171,237.255431883184,54.4589259969266,18.63116,18.43069,18.31745,18.04518,18.0625,QSO,1.626437,14.879,13.611,1.267999999999999,0.2004700000000028,0.0816,-0.02,-0.034
1237651211213013277,255.583576093446,59.2607277186357,20.18962,19.85081,19.33479,18.80482,18.52924,QSO,1.803475,14.769,13.549,1.2200000000000006,0.3388100000000023,-0.2324,-0.019,0.103
1237651754002939918,163.106922774059,2.46592956573554,17.80736,16.50707,16.42475,16.44052,16.44191,STAR,0.000247164,15.503,15.314,0.18900000000000006,1.3002900000000004,-0.0341,-2.15,-1.75
1237651271905181709,210.120059328796,64.5085985792516,18.7818,18.13368,18.08109,17.9918,17.7964,QSO,2.351641,14.865,13.732,1.133000000000001,0.6481200000000022,0.0738,0.151,0.115
1237651252051902787,246.399279796297,47.0694276613766,20.89255,18.25999,16.8475,16.30459,15.92564,STAR,-1.84796e-05,13.287,13.265,0.02200000000000024,2.6325600000000016,1.6377,-0.068,-23.475
1237649964071190642,62.2036050602995,-4.30943628040837,20.2708,19.86932,19.7439,19.50497,19.36913,QSO,1.826869,15.699,14.476,1.222999999999999,0.40148000000000295,0.3275,-0.527,-0.337
1237649964067913863,54.686159367258,-5.33983494510442,19.57977,18.18364,17.61518,17.39694,17.26024,STAR,0.0007745087,15.702,15.611,0.0909999999999993,1.3961299999999994,0.0282,6.131,-2.405
1237646798138573554,123.545267650004,0.931392113528626,19.3623,18.1918,17.81977,17.69313,17.61249,STAR,0.0002354691,16.619,17.077,-0.45800000000000196,1.1705000000000005,0.0138,-2.721,-0.134
1237651272416821810,115.024421840714,38.7664646286897,21.21958,20.76903,20.48156,20.37881,20.23378,QSO,0.5736403,15.936,15.232,0.7040000000000006,0.4505499999999998,0.4097,0.07,0.845
1237651540331069508,228.025272872892,61.8535217012501,19.67506,19.44967,19.48733,19.28492,19.32504,QSO,1.739199,15.966,14.942,1.0239999999999991,0.22538999999999731,-0.2093,0.233,0.533
1237646798138638592,123.717143196888,0.86899847348959,19.77157,17.97525,17.1447,16.81956,16.64103,STAR,0.0001171308,14.749,14.924,-0.17499999999999893,1.7963200000000015,0.043,-2.376,-0.899
1237650762924490819,173.227732788882,-1.54834000047584,19.33002,18.13719,17.68511,17.51366,17.44962,STAR,0.0002117439,16.216,16.1,0.11599999999999966,1.1928300000000007,0.2369,-11.619,-1.14
1237651252061733401,261.509754699022,28.0760424109013,20.26229,18.82621,18.27898,18.05374,18.04075,STAR,-0.0001941629,16.535,17.574,-1.0390000000000015,1.4360800000000005,0.3932,-4.397,-0.585
1237651273499017274,130.253035140689,55.2484405298961,19.07987,17.98969,17.85746,17.8763,17.88392,STAR,-0.0002736421,17.012,16.975,0.036999999999999034,1.0901800000000001,0.0365,-0.675,-0.582
1237648720685760540,161.48028248629,-0.489372712674564,16.50787,15.3139,14.8865,14.74076,14.70757,STAR,-4.451543e-05,13.433,13.444,-0.011000000000001009,1.1939700000000002,0.5912,-8.146,-16.352
1237651067885453358,160.332327903167,64.1054825641135,16.58456,15.64223,15.35808,15.2646,15.24921,STAR,-0.0009017267,14.162,14.184,-0.021999999999998465,0.9423300000000001,0.5858,3.215,-32.679
1237648703513100409,205.695573336203,-0.694928962848397,19.3652,18.1399,17.65534,17.4715,17.37664,STAR,6.526825e-05,15.794,15.924,-0.129999999999999,1.2253000000000007,0.3978,-0.791,-6.689
1237651252028964956,150.431168100642,61.3294521242242,19.20398,17.70259,16.87512,16.40973,16.15868,QSO,0.07379968,13.898,13.693,0.20500000000000007,1.5013900000000007,1.063,-0.894,-1.124
1237648720148955142,161.578305545842,-0.856035601534719,18.45709,17.05875,16.56312,16.35972,16.28534,STAR,0.0002912989,14.875,15.004,-0.12899999999999956,1.398340000000001,0.2891,-3.11,-3.067
1237651272957689968,121.133996469229,46.8070379803549,20.08392,17.98678,17.11703,16.80014,16.6251,STAR,-0.0002163207,14.906,15.05,-0.14400000000000013,2.0971399999999996,0.5896,0.868,-4.782
1237651067355725936,198.707347707853,65.1325887353889,22.20691,19.81858,18.378,17.63087,17.22718,STAR,-0.0001322867,15.135,14.942,0.19299999999999962,2.38833,0.8006,-14.828,-7.116
1237651067348582530,160.560381496129,63.7792764742508,20.29745,20.16065,19.86774,19.74177,19.65419,QSO,1.553517,17.259,16.0,1.2590000000000003,0.13680000000000092,-0.4028,-0.161,0.138
1237651252026147053,140.33977971692,57.6254004174612,21.26981,19.93405,19.20762,18.92266,18.774,STAR,-0.0004193509,16.149,15.829,0.3200000000000003,1.3357600000000005,0.2677,-0.355,-20.153
1237651250408587997,124.135168063527,45.2257840537652,25.5691,21.79337,20.35535,19.27035,18.7638,STAR,4.67576e-05,16.345,16.023,0.3219999999999992,3.7757299999999994,1.3495,10.255,-13.013
1237651252042662167,219.226896126975,61.4096366927611,20.79071,20.45842,20.41415,20.08741,20.02489,QSO,1.726465,16.665,15.828,0.8369999999999997,0.3322900000000004,0.1929,1.234,-0.557
1237651252585955632,240.532515829149,52.3378207191541,20.20996,18.63694,18.04824,17.84314,17.70895,STAR,-0.0001604456,16.339,16.614,-0.27500000000000213,1.5730199999999996,0.2785,-1.494,-5.636
1237651212826247404,261.357599934832,54.0319043350761,20.50962,20.13826,20.03787,19.80593,19.85361,QSO,1.653751,16.286,14.848,1.4380000000000006,0.3713600000000028,0.1839,0.133,-0.204
1237651252552466713,115.809599880958,39.4358031092054,17.3316,16.35038,16.0247,15.89308,15.87317,STAR,-0.0005490888,14.678,14.983,-0.3049999999999997,0.9812200000000004,0.4448,9.103,-22.705
1237649961381593241,50.603099843007,-8.05365667607422,19.92236,19.82168,19.44193,19.30762,19.35895,QSO,1.429162,16.097,14.651,1.4460000000000015,0.10068000000000055,-0.1759,0.107,-0.106
1237648720690217219,171.741518413678,-0.572200657025374,20.99221,18.39384,17.27202,16.86859,16.63668,STAR,2.352333e-05,14.72,14.64,0.08000000000000007,2.598369999999999,0.8185,-5.629,1.381
1237651067356053716,200.693587093502,64.9017210798412,19.18598,17.96991,17.93493,17.95219,17.99218,STAR,-0.00105826,17.186,17.113,0.0730000000000004,1.216070000000002,0.0307,-1.459,-0.858
1237651252028047443,147.1364528322,60.2041971019118,18.41722,18.48937,18.4521,18.20356,18.13354,QSO,1.924295,15.02,13.761,1.2590000000000003,-0.0721500000000006,0.1253,-0.042,-0.106
1237651539251101946,196.762048027709,67.4209400618265,21.10287,20.30125,20.04878,20.01001,19.99052,QSO,2.703806,17.243,16.914,0.3289999999999971,0.8016199999999998,-0.2831,-0.685,0.699
1237651066812039304,162.678836983422,63.5537339206362,22.22565,19.47384,17.96418,16.82333,16.19144,STAR,-6.389139e-06,13.828,13.661,0.16699999999999982,2.7518100000000025,4.5542,61.35,-16.171
1237648705657307531,198.277943130971,0.892416815152043,20.99959,20.40351,20.32229,20.42878,19.90457,QSO,2.470473,17.158,16.78,0.3780000000000001,0.5960800000000006,-0.5864,-2.037,-0.492
1237651252026081473,139.887597262869,57.6304674961167,20.12005,19.78655,19.58212,19.37527,19.36955,QSO,1.741535,16.456,15.121,1.334999999999999,0.3335000000000008,-0.3011,0.139,-0.198
1237651252025557463,138.420651499687,56.6818533307512,23.19718,20.91133,19.80084,19.38449,19.08578,STAR,-0.0002229432,16.184,15.939,0.245000000000001,2.28585,0.5609,4.449,-4.103
1237648720689758391,170.665789942554,-0.48654254169919,19.65414,18.30403,17.74564,17.54453,17.44965,STAR,-5.835401e-05,16.101,16.242,-0.1410000000000018,1.3501100000000008,0.2752,-4.744,3.797
1237651250947096876,127.059159484463,48.3712509632764,20.64282,20.48581,20.57878,20.30862,20.61493,QSO,1.849034,16.937,15.646,1.2910000000000004,0.15700999999999965,0.0035,1.752,-0.197
1237651252029292557,151.914173463578,61.6563980952908,17.81753,16.69804,16.34132,16.21181,16.16815,STAR,-2.977478e-05,15.059,15.27,-0.2110000000000003,1.1194900000000025,0.375,1.057,-1.972
1237651252026343478,140.904844163004,57.9365472348251,17.652,17.56225,17.35604,17.31382,17.39815,QSO,1.155486,14.038,12.643,1.3949999999999996,0.08975000000000222,-0.1436,-0.008,-0.119
1237648705653506201,189.53493575779,0.879548005664517,19.93946,19.37219,19.10118,19.02395,18.86286,QSO,0.8037395,15.609,14.514,1.0950000000000006,0.5672700000000006,0.1269,0.068,-0.128
1237651273499476077,131.573439884004,55.9434115979352,22.81511,19.47198,17.93247,17.09416,16.61721,STAR,-9.080562e-05,14.349,14.244,0.10500000000000043,3.343130000000002,0.8062,2.056,5.181
1237651066813678194,170.801594627172,64.5582541230818,22.28002,20.27282,19.18233,18.31543,17.85153,STAR,-0.0001367081,15.964,15.941,0.022999999999999687,2.007200000000001,0.0624,-1.474,-4.877
1237651273499541621,131.632643959366,56.1209329877979,20.20169,19.10713,18.73367,18.62863,18.61511,STAR,-9.957379e-07,17.033,16.752,0.28100000000000236,1.0945599999999978,0.0434,0.721,-0.458
1237651539251626117,199.699807126386,67.1315477959061,20.48329,19.05601,18.51468,18.29518,18.24235,STAR,-0.0006024332,16.763,16.97,-0.2069999999999972,1.4272799999999997,-0.011,-5.947,-7.521
1237651540329824260,222.910204489428,63.6994711033565,17.70014,16.77637,16.52623,16.43842,16.40637,STAR,-0.0003597644,15.386,15.399,-0.0129999999999999,0.9237700000000011,0.3095,-19.431,-4.353
1237651252028375184,148.005044933607,60.7166421559894,19.92158,19.89038,19.59099,19.53812,19.71647,QSO,1.129763,15.06,14.05,1.0099999999999998,0.03119999999999834,0.2135,-0.006,0.07
1237651066280673493,191.688181967186,64.6766739201964,23.73297,20.75243,19.68287,19.5377,19.29077,QSO,3.616855,16.212,15.623,0.5890000000000004,2.9805400000000013,0.3076,0.465,-0.181
1237648705655407080,193.836454840297,0.920172353567888,22.51826,21.10547,20.84286,20.8862,20.81028,QSO,3.052571,17.608,16.343,1.2650000000000006,1.412790000000001,2.2031,2.163,-2.009
1237651067351138503,173.776261108838,65.4163404193606,19.67162,19.3912,19.30639,19.26789,19.13051,QSO,0.689714,14.954,13.881,1.0730000000000004,0.28041999999999945,-0.1863,0.034,0.297
1237651252050329818,242.827046083204,49.8364606733374,19.85033,18.40271,17.83364,17.62186,17.50432,STAR,-0.0002201933,15.93,16.014,-0.08399999999999963,1.4476200000000006,0.38,-1.448,-2.63
1237651191890182156,120.540566700482,43.8104628129205,24.8762,22.45178,20.9646,20.02648,19.4126,STAR,1.743664e-05,16.677,16.765,-0.08800000000000097,2.4244200000000014,0.8935,2.714,-4.377
1237648720693231726,178.488624349201,-0.465005505900242,19.622,19.48073,19.33657,19.08104,19.01782,QSO,1.672553,15.951,14.529,1.4220000000000006,0.14126999999999867,0.4812,1.137,0.039
1237651252042727667,219.417923607378,61.2624038695629,19.62119,19.62735,19.42293,19.40595,19.37429,QSO,1.28693,15.856,14.619,1.237,-0.006160000000001276,-0.1288,0.065,-0.213
1237651700841382160,131.40301187208,53.6998019226948,19.73369,19.56838,19.67334,19.3059,19.49354,QSO,1.77899,16.343,14.827,1.516,0.16530999999999807,0.3015,-0.344,0.327
1237648720148824251,161.281801484451,-1.00411425631242,21.3968,20.16326,19.5219,19.27264,19.13263,STAR,0.0007889611,17.275,17.237,0.038000000000000256,1.2335399999999979,0.1765,-1.681,-8.366
1237651252557709684,125.473300224456,49.2310778773175,20.60396,20.70061,20.22617,20.16481,20.33582,QSO,1.227707,16.517,15.449,1.0679999999999996,-0.09665000000000035,1.0292,-0.087,-0.248
1237648720149020986,161.811256682895,-1.02095041698904,19.28844,17.89368,17.29176,17.05897,16.92672,STAR,-0.0001389605,15.423,15.403,0.019999999999999574,1.3947600000000016,0.4335,-0.658,-7.873
1237651252025491625,137.943414815204,56.6867039344492,18.48104,17.25068,16.55548,16.1168,15.92453,QSO,0.1195216,12.785,11.907,0.8780000000000001,1.230360000000001,0.0577,0.222,-0.304
1237651250946965689,126.570800857374,48.1857985255524,19.85845,19.13646,18.6856,18.44016,18.34888,QSO,1.895343,15.534,14.1,1.434000000000001,0.7219900000000017,-0.2905,-0.092,-0.153
1237648722828263602,150.109678278745,1.16262345297381,20.76559,19.46287,18.97624,18.79985,18.78783,STAR,-2.893837e-05,17.191,17.2,-0.009000000000000341,1.3027200000000008,0.0433,-3.491,-2.378
1237651066810859770,157.206790735567,62.4606593547592,22.05174,21.53736,20.43269,20.07023,19.84412,QSO,1.133787,15.47,14.407,1.0630000000000006,0.5143799999999992,-0.5407,0.116,-0.104
1237651066811973692,162.331968376112,63.4977945999644,18.93756,18.9908,19.03022,18.79413,18.64361,QSO,1.993483,15.693,14.648,1.045,-0.053239999999998844,-0.0688,-0.032,-0.083
1237651250406162884,119.393814055901,40.7529975603507,20.58192,20.59937,20.74229,20.45175,20.30339,QSO,1.996235,17.325,16.335,0.9899999999999984,-0.017450000000000188,-1.0595,0.062,0.087
1237646798138507836,123.376635284233,0.90893646101481,21.10874,18.92583,17.92899,17.54891,17.39075,STAR,0.0001125724,15.517,16.064,-0.5470000000000006,2.1829099999999997,0.788,-5.634,1.032
1237646798138507790,123.356884406557,0.905061310015093,20.37068,18.52043,17.81562,17.55979,17.49059,STAR,4.50559e-05,15.64,15.55,0.08999999999999986,1.850249999999999,0.3525,-3.534,-0.123
1237651539252740297,206.079955958133,66.3937000239124,20.52439,19.40844,18.89639,18.68985,18.60753,STAR,-0.0004360907,16.489,16.451,0.038000000000000256,1.1159500000000016,-0.2295,-7.321,-4.27
1237651252039712846,205.764223754287,64.3189014960329,18.95254,18.58225,17.80995,17.37763,17.09342,QSO,0.1744781,14.154,13.593,0.5609999999999999,0.3702900000000007,-0.3805,-0.004,0.467
1237651067350024324,167.611296587114,64.8211496532663,20.87828,19.54955,18.99502,18.8307,18.72912,STAR,-0.0004571929,16.867,16.349,0.5180000000000007,1.3287300000000002,0.2183,3.356,-3.2
1237651249899372561,231.884483537172,54.4603318738728,18.44539,17.22923,17.2769,17.33009,17.3568,STAR,7.473709e-05,16.453,16.378,0.07499999999999929,1.2161599999999986,0.0499,-2.995,0.436
1237651700841251076,130.97703022278,53.4958574836784,21.40147,20.85186,20.70737,20.36983,20.40456,QSO,2.164287,16.791,15.216,1.575000000000001,0.5496100000000013,-1.5426,-1.004,0.793
1237648705131118696,222.628731110303,0.610314038236161,18.43803,17.35825,17.17337,17.13696,17.16753,STAR,8.74032e-05,16.22,16.545,-0.32500000000000284,1.0797799999999995,-0.1091,-6.554,-6.492
1237648703515984716,212.269417613487,-0.736639388161322,26.23823,23.50949,22.14817,19.50074,17.93476,STAR,7.635924e-05,14.707,14.543,0.16400000000000148,2.728740000000002,9.0573,6.74,-55.675
1237651702451470778,128.376158314087,53.6106973117325,22.03735,20.2037,19.40839,19.12396,18.98599,STAR,0.000176043,17.337,16.862,0.4750000000000014,1.8336499999999987,0.0827,-3.48,-5.909
1237651252589035696,247.254184178469,46.8972536785859,20.41679,20.07997,19.94043,19.81341,19.61767,QSO,0.8005766,15.851,15.064,0.7870000000000008,0.33681999999999945,-0.3025,0.179,0.092
1237648704581992701,194.605040249316,0.102262368596669,21.00896,20.35341,20.38952,20.39424,19.96507,QSO,2.474338,17.446,16.289,1.157,0.6555499999999981,0.949,0.874,-0.366
1237651252027719736,145.576643868048,59.8889403479509,18.44221,18.2543,18.03288,18.06804,17.93766,QSO,0.945912,14.415,13.278,1.1369999999999987,0.1879099999999987,-0.2444,0.024,0.075
1237651250946769065,126.276962093787,47.8522584301799,18.48431,17.54042,17.18689,17.0528,16.99716,STAR,0.0001456877,15.82,16.066,-0.24599999999999866,0.9438899999999997,0.2216,4.512,-12.342
1237651252040695963,210.530370125785,63.4615066837514,19.34275,18.49428,18.22458,18.13555,18.07048,STAR,-0.000130286,17.283,17.35,-0.06700000000000017,0.848469999999999,0.0554,-13.238,7.969
1237651251487047863,134.000701723518,53.8671956470049,20.63385,18.27371,17.28257,16.81233,16.49902,STAR,2.50494e-05,14.344,14.347,-0.0030000000000001137,2.3601399999999977,0.7804,-0.564,-3.022
1237651252046004532,231.384048788407,56.9851297484507,20.68622,20.36444,20.21265,20.16744,20.08273,QSO,2.092397,17.221,16.186,1.0350000000000001,0.3217800000000004,0.1225,1.366,0.908
1237651540336574721,244.216956165756,52.7515204655791,21.1579,19.78585,19.25343,19.00434,18.96597,STAR,-0.0002269008,17.676,17.64,0.03599999999999781,1.3720500000000015,0.4688,-2.357,-4.503
1237651252580778077,224.30727954369,60.2187113893293,20.40517,20.3039,20.0406,19.98521,19.88435,QSO,1.344756,16.171,14.751,1.42,0.10126999999999953,0.5074,0.9,-0.867
1237649921119420521,29.7784418534072,14.5930015792174,17.37756,16.11647,15.65357,15.49618,15.43802,STAR,-0.000100854,14.138,14.26,-0.12199999999999989,1.2610899999999994,0.6588,-0.523,-0.393
1237651250408980681,124.875810160128,45.9089849558365,19.96576,19.05093,18.76406,18.67243,18.61661,STAR,-1.633986e-05,17.624,16.927,0.6969999999999992,0.9148299999999985,-0.1065,-0.086,-4.412
1237651252585955467,240.499681865724,52.2740597486133,18.18213,16.4616,15.84187,15.64299,15.56818,STAR,-0.0001279412,14.123,14.182,-0.05900000000000105,1.7205300000000001,0.7711,5.485,-19.146
1237648704577273956,183.79821944835,0.170505458206148,22.39767,19.41875,18.05591,17.4611,17.09486,STAR,5.771063e-05,15.053,15.004,0.049000000000001265,2.9789200000000022,0.8847,-11.68,3.111
1237649918970036290,25.1171762574464,13.3890931338337,17.95691,17.60577,17.59757,17.42985,17.33805,QSO,0.4924303,13.146,12.072,1.0740000000000016,0.3511400000000009,-0.0945,0.068,0.07
1237651252558365061,126.963598812284,50.4245970089481,20.57446,20.37784,19.85894,19.63749,19.81415,QSO,1.174999,15.511,14.18,1.3309999999999995,0.19661999999999935,0.5391,-0.102,-0.131
1237651252027261034,144.032082320202,59.1268068710111,20.26775,20.10257,20.01986,19.81532,19.78293,QSO,1.890033,16.436,15.243,1.1929999999999996,0.16517999999999944,-1.3258,-0.029,0.417
1237651191890248318,120.901129474758,43.9180176523601,23.70041,22.05147,20.46466,19.20142,18.63641,STAR,-1.702307e-06,15.968,16.04,-0.07199999999999918,1.6489400000000032,-0.4179,5.258,1.502
1237649964068962413,57.1808929992714,-5.05737875359251,19.22471,18.24258,17.88576,17.76614,17.67167,STAR,0.0003235391,16.445,16.904,-0.45899999999999963,0.9821300000000015,0.2443,9.938,-5.016
1237651250409832512,126.466007172334,47.5047888712489,18.1646,16.83848,16.27754,16.04789,15.93013,STAR,-0.0001770756,14.431,14.426,0.004999999999999005,1.3261199999999995,0.1669,0.069,-6.863
1237651252027719794,145.494972933109,59.8439876208793,21.13385,20.008,19.22899,19.00331,18.94019,QSO,3.450037,15.647,14.982,0.6650000000000009,1.1258499999999998,0.2072,-0.01,-0.391
1237648720694345798,181.060916594188,-0.502632131518968,19.66362,19.17652,18.6859,18.28864,18.25133,QSO,0.1686286,14.812,13.878,0.9339999999999993,0.48710000000000164,0.4038,-0.944,-0.103
1237651067354284065,190.966092833971,65.5473340056289,18.76307,17.88156,17.53229,17.39842,17.35371,STAR,-0.0005273125,16.15,16.54,-0.39000000000000057,0.8815099999999987,0.3721,-2.423,-19.888
1237651067349827940,166.700458384706,64.519229238705,23.71717,20.53737,20.2304,20.25287,20.1466,QSO,3.288286,17.008,16.611,0.39699999999999847,3.1798,0.3953,0.563,-0.27
1237649921119158425,29.0567121955481,14.6894926525443,19.45274,18.20481,17.65298,17.43111,17.32713,STAR,-0.0002855345,15.889,15.565,0.32399999999999984,1.2479300000000002,0.3469,-1.745,-5.883
1237651540333232818,235.509686443375,58.6162800988523,23.86877,20.6846,20.33056,20.26209,20.38811,QSO,3.026709,17.582,16.735,0.8470000000000013,3.1841700000000017,-0.4296,0.14,0.84
1237651539252740107,205.888523147077,66.4667711975926,16.75574,15.16588,14.59135,14.40127,14.31088,STAR,-0.0003371275,12.873,12.9,-0.027000000000001023,1.5898599999999998,1.3444,5.736,-17.322
1237649954404434040,21.7263233157895,14.6933055703496,20.05349,19.52533,19.36362,19.25969,18.89209,QSO,0.8408619,15.66,14.47,1.1899999999999995,0.5281599999999997,0.3718,0.242,0.051
1237648720688645140,168.073124581223,-0.470300153907585,24.17483,20.84502,20.32713,20.1882,20.24274,QSO,3.328401,17.469,17.186,0.28300000000000125,3.3298099999999984,0.556,1.804,-0.467
1237651249899110705,231.049647372864,54.7682835418842,20.23358,20.14103,19.99192,20.06863,20.25038,QSO,1.086129,16.368,15.29,1.0779999999999994,0.09254999999999924,0.3672,-0.262,0.574
1237649918969970765,25.0043170534931,13.4643079614452,18.07484,18.02114,17.62386,17.52535,17.52093,QSO,1.297421,14.162,12.718,1.4440000000000008,0.05369999999999919,0.1567,0.139,0.22
1237651066813612042,170.296585404493,64.5888830621505,19.15475,18.23403,17.97061,17.86323,17.84958,STAR,3.076173e-05,16.785,16.877,-0.09199999999999875,0.9207199999999993,0.1082,-6.598,-6.55
1237648720152625375,170.038217154467,-0.934350302599686,19.90473,19.58021,19.52422,19.42263,19.19378,QSO,2.177984,16.578,15.551,1.0269999999999992,0.3245199999999997,-0.5758,0.035,-0.154
1237651252558102853,126.319975800665,49.9302117960918,21.18499,20.59666,20.43612,20.27338,20.24961,QSO,2.348167,17.458,17.058,0.3999999999999986,0.5883299999999991,-2.5743,-2.965,-1.173
1237651252025753904,138.87486055234,57.1522187188885,20.65712,20.27313,20.14758,20.16275,19.99944,QSO,0.8499039,15.629,14.517,1.112,0.3839900000000007,-0.3726,0.123,-0.285
1237651252059046428,258.19656172012,33.4932264281831,19.95737,18.60609,18.15491,17.99859,17.91652,STAR,-0.0003815759,16.528,16.324,0.20399999999999707,1.3512800000000027,0.0384,-2.093,-2.722
1237646798669612771,110.179964744036,1.38979995752298,21.17683,18.5369,17.16929,16.59571,16.27678,STAR,0.0002050686,14.241,14.274,-0.032999999999999474,2.6399299999999997,1.2693,-14.167,7.755
1237651273498427614,128.79566970898,54.26088663898,20.5355,18.29457,17.37305,18.80548,16.87652,STAR,-0.0001329557,15.179,15.269,-0.08999999999999986,2.2409299999999988,0.7832,3.64,-12.645
1237648720148824141,161.350691780412,-0.893119393971503,18.12173,16.84951,16.38322,16.20272,16.10719,STAR,0.0002386696,14.741,14.667,0.07399999999999984,1.2722200000000008,0.3559,-4.436,-4.301
1237651211214585869,258.183820816945,55.9971373159804,18.85873,18.75223,18.59976,18.54733,18.6467,QSO,1.3578,15.108,13.669,1.439,0.10650000000000048,-0.1396,0.305,0.036
1237651701915451426,131.120690751794,54.8658061353059,17.00111,15.36534,14.81001,14.64471,14.57348,STAR,0.0001185284,13.254,13.301,-0.0470000000000006,1.6357700000000008,0.8856,-16.913,-9.565
1237651251490455896,144.699398090044,59.0553516822716,20.51882,20.34526,20.13207,20.02535,20.04551,QSO,1.4355,16.055,14.949,1.1059999999999999,0.17356000000000193,-0.0193,0.073,0.154
1237651252552007819,114.979322196863,38.5276085929077,18.05962,16.95383,16.59658,16.47258,16.37864,STAR,-0.0001661724,15.296,15.329,-0.03300000000000125,1.105789999999999,0.3313,0.592,-5.531
1237648722828460206,150.620889356275,1.14956154327724,19.55449,19.18794,19.17919,19.15136,19.08555,QSO,0.6833993,15.299,14.133,1.1660000000000004,0.36655000000000015,-0.1118,0.323,-0.146
1237651700841447669,131.598884534892,53.8585181563428,19.82346,18.91027,18.59553,18.46404,18.45506,STAR,-6.850831e-05,17.532,16.795,0.7369999999999983,0.9131900000000002,0.3165,-1.097,-6.37
1237651252057997450,256.73455100627,35.5591641319843,17.74781,16.43048,15.98305,15.83779,15.76814,STAR,-0.0003385111,14.559,14.608,-0.049000000000001265,1.3173300000000019,0.294,-2.196,1.102
1237648705657372713,198.342648031048,0.888464673070352,19.18049,18.85458,18.82269,18.7578,18.65648,QSO,0.747569,14.395,13.092,1.302999999999999,0.32591000000000037,0.2451,-0.188,0.354
1237651272415707459,113.410298109567,36.6711974215699,17.80751,16.39511,15.83325,15.61698,15.48245,STAR,0.0001340039,14.004,14.096,-0.09200000000000053,1.4124000000000017,0.7411,0.818,-3.285
1237651271905116417,209.983364899631,64.6414126103709,19.62057,17.24104,16.29374,15.98278,15.8313,STAR,-4.025464e-05,14.115,14.182,-0.06700000000000017,2.379529999999999,1.055,-1.345,4.168
1237648720686219384,162.503559659492,-0.487146453399176,20.64415,18.96622,18.2985,18.06186,17.89649,STAR,0.0001721474,16.188,16.685,-0.4969999999999999,1.67793,0.517,-4.825,-6.335
1237651252550173049,112.262967098263,34.9390841993629,21.24039,19.68064,19.06886,18.83567,18.75397,STAR,0.0001509593,17.293,16.792,0.5009999999999977,1.559750000000001,0.153,0.647,-1.934
1237651252050854114,244.139564091331,48.9719284838385,20.17861,19.80532,19.74429,19.45672,19.32786,QSO,0.5343913,15.017,14.066,0.9509999999999987,0.3732900000000008,0.8483,0.341,-1.955
