objid              , ra              , dec                 , u       , g       , r       , i       , z       , class, redshift     , W1mag , W2mag , parallax, pmra   , pmde   , u_g                 , W1_W2
1237645879580098737, 55.2961970044124, 1.27169205773492    , 20.169  , 20.1186 , 20.00968, 19.54327, 19.37404, QSO  , 1.837838     , 15.986, 14.719, -0.107  , 0.243  , 0.22   , 0.05039999999999978 , 1.2670002
1237645941291614227, 49.6274851210218, -1.0417691497987    , 17.65612, 16.17133, 15.5894 , 15.3785 , 15.26744, STAR , -9.765775e-05, 13.809, 13.831, 0.9704  , -2.282 , -13.351, 1.4847900000000003  , -0.022000313
1237645941824356481, 40.2721052364832, -0.642510265945889  , 19.23401, 17.5333 , 16.8743 , 16.63157, 16.49762, STAR , -5.2202e-05  , 14.923, 14.983, 0.7795  , 0.281  , 2.449  , 1.7007100000000008  , -0.059999466
1237645942898229471, 40.5866484645203, 0.087817311594574   , 21.17529, 18.88593, 17.84707, 17.4657 , 17.22915, STAR , 8.201628e-05 , 15.303, 15.306, 0.5982  , -7.685 , -9.106 , 2.289360000000002   , -0.0029993057
1237645942904389833, 54.55577638031  , 0.22324705880271    , 22.19868, 19.84683, 18.37413, 17.12478, 16.43615, STAR , -0.0001077839, 14.115, 13.924, 2.6439  , -28.192, -37.505, 2.351849999999999   , 0.19099998
1237645942904455343, 54.7769799291301, 0.223335922826847   , 19.79918, 18.29659, 17.65989, 17.40492, 17.30932, STAR , -9.326459e-05, 15.34 , 15.262, 0.4083  , 0.76   , -1.163 , 1.5025900000000014  , 0.07800007
1237645942904455388, 54.7723123434002, 0.21669792522357    , 23.15027, 21.05162, 19.65687, 18.86262, 18.41304, STAR , 0.0003130087 , 16.046, 16.309, 0.5628  , 8.621  , -13.805, 2.0986499999999992  , -0.2630005
1237645942904520909, 54.9111219327585, 0.220735813012347   , 22.02289, 19.26772, 17.75936, 17.04514, 16.61452, STAR , -1.234244e-05, 14.37 , 14.399, 1.2824  , 5.264  , 3.517  , 2.7551699999999997  , -0.029000282
1237645942904520914, 54.9236340251032, 0.221918217172192   , 23.40751, 20.02904, 18.51576, 17.8002 , 17.40633, STAR , -0.0001354448, 15.26 , 15.21 , 1.8397  , 8.323  , 14.16  , 3.37847             , 0.05000019
1237645942904586466, 55.1063806063241, 0.219220515132176   , 20.47795, 19.07143, 18.49185, 18.27523, 18.21685, STAR , 0.0001493801 , 16.776, 16.725, -0.0381 , 1.813  , -0.506 , 1.4065200000000004  , 0.050998688
1237645942904914039, 55.7437304311277, 0.21634242770469    , 20.06968, 18.75596, 18.16277, 17.92969, 17.92194, STAR , -0.0003995959, 16.209, 16.699, -0.0377 , 0.057  , -2.161 , 1.31372             , -0.48999977
1237645942905110842, 56.2342367230983, 0.222159905209195   , 21.16108, 20.64433, 19.94781, 19.27042, 18.99279, QSO  , 0.4469347    , 15.102, 14.472, 2.1593  , -4.741 , 0.417  , 0.5167499999999983  , 0.6300001
1237645942905372939, 56.8124574683907, 0.219558796279035   , 23.27591, 20.35437, 18.82604, 17.39119, 16.5816 , STAR , -3.632986e-05, 13.973, 13.887, 2.0168  , 8.706  , -6.025 , 2.9215400000000002  , 0.08599949
1237645942905569371, 57.281615211522 , 0.0187678802337251  , 16.4848 , 14.92993, 14.56054, 14.53054, 14.19394, STAR , -0.0001421523, 12.899, 12.913, 0.7564  , -2.47  , -7.44  , 1.5548699999999993  , -0.013999939
1237645942905634929, 57.4057655489   , 0.0999447174141334  , 19.77787, 19.45023, 19.15962, 18.9185 , 18.72023, QSO  , 1.967009     , 15.435, 14.28 , 0.0654  , -0.201 , -0.195 , 0.3276399999999988  , 1.1550007
1237645942905635264, 57.3992522582091, 0.209324548711707   , 23.75402, 22.39903, 20.70438, 19.41228, 18.71345, STAR , -6.629725e-05, 15.759, 15.306, 2.0616  , -3.097 , -15.946, 1.3549900000000008  , 0.45300007
1237645942905700356, 57.5121037053493, 0.0848866189272191  , 18.83897, 17.63091, 17.09078, 16.84627, 16.71464, STAR , 8.889643e-05 , 15.387, 15.23 , 0.2331  , 4.786  , -15.336, 1.2080599999999997  , 0.15700054
1237645942905700448, 57.6053752996826, 0.0272751123700102  , 18.21801, 15.95427, 14.95673, 14.59481, 14.36269, STAR , -2.619098e-05, 12.51 , 12.564, 2.2145  , 14.294 , -29.698, 2.2637400000000003  , -0.0539999
1237645942905700553, 57.6472530217318, 0.0306952078281232  , 19.73725, 19.4862 , 19.04919, 18.85514, 18.79748, QSO  , 1.429148     , 15.339, 13.944, -0.7067 , -0.028 , 0.096  , 0.25104999999999933 , 1.3949995
1237645942905831442, 57.8249986846345, 0.215608953191162   , 17.68076, 17.32501, 17.1707 , 17.08611, 17.03252, QSO  , 0.6822563    , 13.264, 12.07 , -0.0416 , -0.019 , -0.046 , 0.35575000000000045 , 1.1940002
1237645942905831562, 57.9434578361393, 0.0596777640983914  , 16.93403, 15.38486, 14.69913, 14.44319, 14.33092, STAR , 0.0001166088 , 12.715, 12.741, 1.6652  , -7.682 , 3.167  , 1.5491700000000002  , -0.026000023
1237645942905831605, 57.8654633145069, 0.149956863193641   , 22.19689, 19.6663 , 18.3876 , 17.53941, 17.1504 , STAR , 7.551349e-05 , 14.822, 14.853, 0.4357  , 3.914  , -3.779 , 2.53059             , -0.031000137
1237645942905831607, 57.8666985784395, 0.0706767803986773  , 20.30746, 19.95838, 19.73298, 19.47332, 19.4019 , QSO  , 1.547692     , 16.281, 14.993, -0.3059 , -0.239 , 0.185  , 0.3490800000000007  , 1.2880001
1237645942905831654, 57.9170237643316, 0.175591832886658   , 20.2789 , 20.04589, 19.51152, 19.43904, 19.38451, QSO  , 1.244225     , 15.503, 14.091, -0.441  , -0.032 , 0.35   , 0.23301000000000016 , 1.4120007
1237645942905897089, 57.9751440500755, 0.175447929099666   , 20.33587, 19.2508 , 18.86774, 18.7108 , 18.61204, STAR , 0.0006643924 , 17.577, 17.053, -0.195  , -0.944 , -7.708 , 1.0850699999999982  , 0.52400017
1237645942905897179, 58.0979620787617, 0.101863540797799   , 20.69693, 18.00692, 16.49571, 15.70788, 15.26716, STAR , 0.0002026054 , 13.015, 12.98 , 3.2688  , 8.774  , 17.914 , 2.6900099999999973  , 0.0350008
1237645942905962575, 58.1754593923652, 0.218693321553306   , 19.33956, 19.10073, 18.66402, 18.58816, 18.6467 , QSO  , 1.161747     , 14.814, 13.552, -0.2467 , -0.34  , 0.29   , 0.2388300000000001  , 1.2620001
1237645942905962656, 58.1060839107507, 0.190851328472913   , 23.9199 , 20.93173, 19.40141, 18.01012, 17.23484, STAR , 5.016178e-05 , 14.565, 14.415, 2.1245  , -5.129 , -1.028 , 2.9881699999999967  , 0.14999962
1237645942906028070, 58.3040235328671, 0.0138136516578401  , 18.53223, 17.24661, 16.77493, 16.59758, 16.50323, STAR , 4.655017e-05 , 15.231, 15.174, 0.3373  , 0.926  , -2.759 , 1.285619999999998   , 0.05700016
1237645942906028116, 58.3957362486495, 0.209765911303569   , 17.0049 , 15.36086, 14.49837, 14.39811, 13.7894 , STAR , 0.0006135278 , 11.875, 11.88 , 0.4187  , 21.292 , -8.241 , 1.6440399999999986  , -0.0050001144
1237645942906028124, 58.2713410658662, 0.0963020954021856  , 21.96671, 19.09438, 17.6361 , 16.9917 , 16.56875, STAR , 0.0002495858 , 14.245, 14.26 , 1.1097  , 7.042  , -10.223, 2.872329999999998   , -0.015000343
1237645942906028214, 58.3210074846897, 0.145993214829941   , 23.17228, 20.57825, 19.14963, 18.55397, 18.15417, STAR , -5.492099e-05, 15.896, 15.849, 1.0377  , 1.136  , -3.364 , 2.59403             , 0.04699993
1237645942906028231, 58.3841826016766, 0.120674331473783   , 23.84005, 21.06144, 19.41521, 18.68657, 18.18893, STAR , -4.827339e-05, 15.69 , 15.745, 1.3908  , 1.289  , -0.182 , 2.7786100000000005  , -0.055000305
1237645942906028249, 58.3048153441305, 0.0863877582560843  , 24.16281, 22.07916, 20.40646, 19.02949, 18.18834, STAR , 8.113415e-05 , 15.582, 15.531, 1.1703  , 9.39   , -3.496 , 2.0836499999999987  , 0.05099964
1237645942906290310, 58.8721741191512, 0.135314258172131   , 20.27496, 19.82026, 19.28656, 19.07273, 18.48734, QSO  , 0.3295562    , 14.184, 13.202, -0.6501 , -0.512 , -0.531 , 0.454699999999999   , 0.98200035
1237645942906290409, 58.9254664035334, 0.0368912122995931  , 23.22584, 20.86104, 19.08917, 17.84438, 17.26167, STAR , 1.263038e-05 , 14.554, 14.532, 1.3822  , -4.385 , -12.986, 2.3648000000000025  , 0.022000313
1237645943433396364, 36.6536741100505, 0.631102526922811   , 19.4573 , 18.126  , 17.62662, 17.45301, 17.32834, STAR , 9.134632e-05 , 16.046, 16.247, 0.2636  , -0.773 , -10.551, 1.3312999999999988  , -0.20100021
1237645943433855052, 37.6901262928042, 0.630372377768456   , 19.25001, 18.32965, 17.98234, 17.86072, 17.78243, STAR , 0.0001035243 , 16.697, 17.008, 0.1045  , 9.155  , -10.666, 0.9203599999999987  , -0.31099892
1237645943434969245, 40.2712409217078, 0.619779254105046   , 19.70997, 17.79713, 17.0113 , 16.7352 , 16.59122, STAR , 0.0001675098 , 14.978, 15.289, 0.7451  , 10.159 , -2.397 , 1.9128399999999992  , -0.31099987
1237645943434969249, 40.2777330900701, 0.460594993879724   , 20.87716, 18.34473, 17.20554, 16.76624, 16.51452, STAR , 4.691334e-05 , 14.56 , 14.524, 0.7211  , 7.371  , 0.133  , 2.5324300000000015  , 0.03600025
1237645943435034677, 40.3565196431882, 0.586707857373839   , 19.15436, 18.23266, 17.97747, 17.89799, 17.85765, STAR , 0.0007481935 , 16.61 , 16.585, 0.3044  , 10.581 , -7.031 , 0.9217000000000013  , 0.025001526
1237645943435034680, 40.3848878297155, 0.437542437340855   , 23.95843, 21.32254, 19.64013, 18.06835, 17.2652 , STAR , -7.858648e-05, 14.648, 14.591, 5.2052  , 11.146 , 20.033 , 2.63589             , 0.05700016
1237645943435034711, 40.3659115718305, 0.482156786906172   , 18.40755, 16.80093, 16.25361, 16.07363, 15.99621, STAR , -2.696957e-05, 14.67 , 14.813, 0.5337  , 4.791  , -5.149 , 1.6066199999999995  , -0.14299965
1237645943435034760, 40.307422835021 , 0.485714796433096   , 20.08746, 18.24578, 17.40633, 17.00751, 16.77422, STAR , -9.853746e-05, 14.859, 14.924, 0.5046  , -1.256 , -2.208 , 1.8416800000000002  , -0.06499958
1237645943435034762, 40.3264817909519, 0.491397101377885   , 20.30934, 20.02516, 19.7519 , 19.8051 , 19.7398 , QSO  , 1.096189     , 16.019, 15.074, -0.5955 , -0.983 , -0.962 , 0.2841799999999992  , 0.94499874
1237645943435034775, 40.3288857600896, 0.508448985171841   , 21.1137 , 18.50571, 17.04259, 16.20682, 15.65484, STAR , 0.0001238566 , 13.233, 13.201, 2.3164  , 7.553  , -8.295 , 2.607990000000001   , 0.031999588
1237645943973609500, 44.2231786933946, 1.05138254667046    , 17.91608, 16.9998 , 16.61383, 16.46706, 16.39825, STAR , -0.0004250375, 15.195, 15.235, 0.5351  , 32.266 , -16.41 , 0.9162800000000004  , -0.03999996
1237645943973609503, 44.2442824422536, 0.91322981384929    , 19.388  , 19.28972, 18.97274, 18.96854, 19.04584, QSO  , 1.118061     , 15.097, 13.882, -0.421  , -0.007 , -0.215 , 0.09828000000000259 , 1.2150002
1237645943973609574, 44.2182914773534, 0.937379514761553   , 20.27534, 20.21467, 19.82522, 19.68236, 19.82938, QSO  , 1.185911     , 16.207, 14.989, -0.7201 , -0.388 , -0.943 , 0.060669999999998225, 1.2180004
1237645943973609591, 44.2529311050818, 0.919910065177051   , 20.32457, 18.73342, 17.98873, 17.65988, 17.48757, STAR , -0.0004402835, 15.053, 14.739, -0.2827 , -0.008 , -1.526 , 1.5911500000000025  , 0.31400013
1237645943973609599, 44.2554042347351, 1.05497615793861    , 19.48185, 17.89582, 17.25847, 17.01245, 16.8871 , STAR , 0.0002448887 , 15.458, 15.506, 0.4503  , 2.972  , -1.927 , 1.586030000000001   , -0.047999382
1237645943973609643, 44.3176992980324, 0.90097655129701    , 21.69848, 19.59746, 18.57647, 18.12275, 17.87411, STAR , -0.0002210987, 15.944, 15.753, 0.5061  , 22.607 , -27.828, 2.1010199999999983  , 0.19099998
1237645943973609659, 44.2148357197897, 0.993457658412153   , 23.19409, 20.71985, 19.37242, 18.67682, 18.26025, STAR , -0.0001739648, 16.158, 15.819, -0.0281 , -1.219 , -4.592 , 2.474239999999998   , 0.3390007
1237645943973609661, 44.2306502996922, 0.897511535820823   , 23.46785, 21.50057, 20.08193, 18.97816, 18.35723, STAR , 5.094727e-05 , 15.859, 15.757, 1.195   , -0.768 , -2.544 , 1.9672799999999988  , 0.10200024
1237645943973609663, 44.2375434931141, 0.986669090795613   , 24.58152, 20.59771, 19.39954, 18.89094, 18.63201, STAR , 8.636532e-05 , 16.535, 16.225, 0.3064  , 0.491  , -4.543 , 3.983810000000002   , 0.30999947
1237645943973609738, 44.2870633837256, 0.956793696874382   , 21.83127, 21.79577, 21.3972 , 20.98425, 20.99079, QSO  , 1.528805     , 17.072, 15.861, 1.5682  , 2.106  , 0.341  , 0.03549999999999898 , 1.2110004
1237645943973675061, 44.3905029817035, 0.90330611009382    , 17.71465, 16.20278, 15.58864, 15.36798, 15.23839, STAR , -9.822403e-05, 13.693, 13.726, 0.7862  , 5.139  , -4.651 , 1.5118699999999983  , -0.032999992
1237645943973675064, 44.3930863885556, 0.957840268246863   , 18.58106, 17.48278, 17.08224, 16.94469, 16.86253, STAR , 0.0002223217 , 15.381, 15.557, 0.3626  , 3.46   , -5.686 , 1.098279999999999   , -0.1760006
1237645943973675114, 44.4520331252251, 0.91496601334352    , 17.74149, 16.5935 , 16.17159, 16.02715, 15.93656, STAR , 0.0001068582 , 14.672, 14.795, 0.6793  , 3.372  , -3.382 , 1.14799             , -0.123000145
1237645943973675184, 44.467397601229 , 0.886468308760939   , 20.32575, 20.06967, 19.7978 , 19.57714, 19.1912 , QSO  , 0.4100541    , 14.97 , 13.989, 0.4534  , -0.08  , -0.71  , 0.25608000000000075 , 0.98099995
1237645943973675227, 44.4706246134538, 0.938891673668968   , 23.54873, 20.77683, 19.20129, 18.22792, 17.64319, STAR , 0.0002511565 , 15.34 , 15.151, 1.5088  , 7.918  , 4.406  , 2.7718999999999987  , 0.18900013
1237645943976493233, 50.8517533044646, 0.952886565590363   , 22.08768, 20.0287 , 19.2669 , 18.97199, 18.77237, STAR , 0.0001145605 , 16.928, 16.432, 0.2579  , 1.274  , -1.838 , 2.0589799999999983  , 0.4960003
1237645943976493249, 50.8700420068266, 1.01117377002126    , 23.37992, 20.31189, 18.93714, 18.19742, 17.80151, STAR , 0.0001654938 , 15.731, 15.976, 0.4192  , -0.589 , -1.517 , 3.0680300000000003  , -0.24499989
1237645943976493254, 50.9014406628118, 0.986876568901292   , 22.35711, 19.70595, 18.34925, 17.75518, 17.41731, STAR , 0.0002237857 , 15.319, 15.452, 0.5233  , -4.557 , -8.998 , 2.6511599999999973  , -0.13299942
1237645943976493259, 50.9115068918831, 1.00940081217078    , 19.9598 , 18.74298, 18.21452, 18.03182, 17.94836, STAR , 0.0001671365 , 16.546, 16.889, 0.2633  , 3.846  , -2.804 , 1.216820000000002   , -0.3430004
1237645943976493295, 50.7942235387245, 0.904795185545437   , 20.95011, 20.49389, 19.96259, 20.00427, 19.90314, QSO  , 1.055772     , 15.283, 14.212, 0.3716  , 0.176  , 0.196  , 0.4562199999999983  , 1.0710001
1237645943976493329, 50.8390879783464, 0.903017953854842   , 22.89115, 21.13601, 19.93862, 19.40444, 19.09804, STAR , 1.395532e-05 , 17.121, 17.138, 0.5267  , 0.039  , 2.998  , 1.7551400000000008  , -0.017000198
1237645943976493332, 50.9066464313082, 1.02155514796771    , 23.98771, 21.11526, 19.73831, 18.50679, 17.80876, STAR , 0.0002358177 , 15.175, 14.865, 1.0643  , 14.862 , -17.859, 2.8724500000000006  , 0.31000042
1237645943976493356, 50.7863411132355, 0.994652919948239   , 20.93615, 20.27921, 20.01723, 19.56771, 19.39163, QSO  , 1.715087     , 15.859, 14.65 , -0.0243 , -0.39  , 0.379  , 0.6569400000000023  , 1.2090006
1237645943976624393, 51.163303493728 , 1.04733134849848    , 24.27037, 22.63865, 21.05836, 18.95862, 17.81146, STAR , 0.0001518687 , 14.844, 14.613, 5.7624  , 15.287 , -40.281, 1.6317200000000014  , 0.23099995
1237645943976689870, 51.2395766360727, 1.04675373835549    , 24.22564, 21.13661, 19.62566, 18.859  , 18.42587, STAR , -0.0003392915, 16.125, 16.368, 1.0768  , -4.653 , -9.614 , 3.0890299999999975  , -0.24300003
1237645943976820842, 51.5403284730902, 1.04626735437758    , 19.73723, 19.23935, 18.79191, 18.66024, 18.61958, QSO  , 1.129553     , 15.568, 14.525, 0.1693  , 0.377  , 0.152  , 0.49787999999999855 , 1.0430002
1237645943978262549, 54.8247367094494, 1.04692879917416    , 18.18402, 16.48214, 15.80072, 15.61333, 16.15156, STAR , 0.0003927546 , 13.433, 13.45 , 1.3657  , 18.737 , 1.952  , 1.7018799999999992  , -0.017000198
1237645943978328190, 55.094295906282 , 0.912256991515612   , 19.27545, 18.16917, 17.65645, 17.43523, 17.34202, STAR , 0.0006921116 , 15.925, 16.105, 0.4111  , 18.35  , -13.359, 1.1062799999999982  , -0.17999935
1237645943978328209, 54.9883297675069, 0.921200655355783   , 20.0968 , 19.93102, 19.6668 , 19.56208, 19.51738, QSO  , 1.242289     , 16.112, 14.789, -0.0238 , -0.038 , -0.088 , 0.1657800000000016  , 1.323
1237645943978328218, 55.0019742332075, 0.998558354448694   , 19.73231, 18.54959, 18.10173, 17.91755, 17.83376, STAR , 0.0002320375 , 16.443, 16.002, 0.3409  , 4.922  , -6.136 , 1.1827199999999998  , 0.44099998
1237645943978328358, 55.0681787020054, 0.996424190297459   , 20.8536 , 20.58256, 20.12568, 20.05822, 20.43497, QSO  , 1.170371     , 16.056, 14.922, -0.1228 , 0.765  , 0.037  , 0.2710399999999993  , 1.1339998
1237645943978328529, 55.0238649817915, 0.953142218433502   , 24.24857, 21.68495, 20.45528, 19.97905, 19.67118, STAR , 3.490268e-05 , 17.3  , 16.767, 0.1678  , 6.946  , -1.115 , 2.5636200000000002  , 0.53299904
1237645943978393614, 55.1405439749595, 0.896118204409502   , 19.29174, 17.77633, 17.14245, 16.88806, 16.74913, STAR , -2.791188e-05, 15.196, 15.383, 0.6101  , 1.753  , -0.247 , 1.5154099999999993  , -0.18700027
1237645943978393658, 55.1903330900102, 1.01646655452263    , 18.65015, 16.75544, 15.99424, 15.71494, 15.58503, STAR , 0.0001066802 , 13.867, 13.859, 1.1446  , 1.806  , 6.951  , 1.89471             , 0.00799942
1237645943978393677, 55.227213708586 , 1.03040013721284    , 19.23016, 17.46111, 16.68479, 16.35664, 16.1784 , STAR , 8.803884e-05 , 14.398, 14.426, 0.5599  , 5.001  , -11.733, 1.76905             , -0.027999878
1237645943978393685, 55.1160618807354, 0.900120717550149   , 21.65468, 19.21546, 18.02639, 17.52922, 17.25331, STAR , 9.345642e-05 , 15.168, 15.288, -0.4102 , 4.677  , -3.457 , 2.439219999999999   , -0.119999886
1237645943978393716, 55.1557030172648, 0.889751172185498   , 20.56224, 17.99504, 16.86986, 16.45277, 16.20638, STAR , 1.800895e-05 , 14.222, 14.287, 0.911   , 1.169  , -10.316, 2.5671999999999997  , -0.06499958
1237645943978393752, 55.2033327433326, 0.954118814803233   , 20.49535, 17.88457, 16.7014 , 16.23406, 15.98152, STAR , 9.677671e-05 , 13.954, 13.999, 1.2716  , 19.265 , -10.142, 2.6107799999999983  , -0.044999123
1237645943978393757, 55.2163925292411, 1.02313558511642    , 22.12829, 20.17315, 19.35799, 19.04309, 18.74891, STAR , -2.601409e-06, 17.051, 16.413, 0.03    , 3.526  , -1.201 , 1.95514             , 0.6380005
1237645943978393777, 55.2538744181563, 0.958235889901718   , 19.75261, 18.42203, 17.81067, 17.55395, 17.42079, STAR , 0.000280062  , 15.724, 15.959, 0.2755  , 5.556  , -2.674 , 1.3305800000000012  , -0.23499966
1237645943978459165, 55.3200659094693, 0.883421922961921   , 17.27455, 16.14819, 15.72749, 15.57004, 15.50722, STAR , 5.192878e-05 , 14.218, 14.288, 0.4069  , 7.77   , -6.409 , 1.1263600000000018  , -0.069999695
1237645943978459199, 55.3342770649134, 0.914010235826213   , 17.97655, 16.74161, 16.26678, 16.0925 , 16.02395, STAR , -4.574029e-05, 14.681, 14.786, 0.335   , -0.555 , -1.5   , 1.2349399999999982  , -0.105000496
1237645943978459202, 55.3370195402237, 0.960701932859808   , 17.32008, 16.02088, 15.51375, 15.32299, 15.25951, STAR , 7.43573e-05  , 13.815, 13.861, 0.3764  , 2.446  , -0.817 , 1.2992000000000026  , -0.04600048
1237645943978459229, 55.3569536714426, 0.862802684399112   , 18.46397, 16.68569, 15.98719, 15.73248, 15.61455, STAR , -0.0001799881, 13.979, 13.98 , 1.0223  , 2.6    , 9.366  , 1.7782799999999988  , -0.0009994507
1237645943978459256, 55.3920716637872, 0.85793448735556    , 17.35126, 16.21682, 15.83312, 15.69623, 15.64447, STAR , -0.0001144033, 14.383, 14.385, 0.2769  , 1.097  , -1.688 , 1.1344400000000014  , -0.001999855
1237645943978459301, 55.2729103969987, 1.01813951543996    , 20.70915, 18.04522, 16.78319, 16.29126, 16.01707, STAR , -0.0001271623, 13.88 , 13.916, 1.1415  , -2.171 , -13.578, 2.6639300000000006  , -0.03600025
1237645943978459316, 55.301588875374 , 1.01502471028991    , 22.73002, 20.36308, 18.88914, 17.58363, 16.85624, STAR , 0.0001634895 , 14.401, 14.287, 2.2201  , 13.424 , 0.037  , 2.3669399999999996  , 0.11400032
1237645943978459322, 55.3073328140066, 0.962797361069156   , 23.396  , 20.05284, 18.66665, 18.02476, 17.65357, STAR , 6.372166e-05 , 15.454, 15.416, 0.8718  , -6.828 , 4.114  , 3.343160000000001   , 0.038000107
1237645943978459324, 55.3079532601772, 0.922215730192716   , 21.08278, 18.92605, 17.92677, 17.56554, 17.27912, STAR , -0.0001845669, 15.435, 15.543, 0.5288  , 4.581  , -1.691 , 2.1567299999999996  , -0.1079998
1237645943978459347, 55.3703229312465, 0.896857541234156   , 21.30963, 18.59896, 17.32983, 16.84787, 16.58038, STAR , -1.165655e-05, 14.596, 14.673, 0.9934  , 5.138  , -6.578 , 2.710669999999997   , -0.07700062
1237645943978459393, 55.4003864356424, 0.994886082975601   , 24.60322, 21.74273, 20.24235, 19.28474, 19.20071, STAR , 0.000236313  , 15.795, 15.722, 0.8089  , 5.333  , 0.925  , 2.8604899999999986  , 0.072999954
1237645943978459422, 55.4005364645438, 1.01859794914847    , 25.35621, 21.80307, 20.21132, 19.23495, 18.7262 , STAR , 0.0003300613 , 16.363, 16.5  , 2.0148  , 1.377  , -2.365 , 3.553139999999999   , -0.13699913
1237645943978459453, 55.33150901104  , 1.02675194098585    , 20.4396 , 20.2228 , 20.02551, 19.93997, 19.6018 , QSO  , 2.075482     , 16.695, 15.738, 0.821   , 0.141  , -0.005 , 0.21679999999999922 , 0.9569998
1237645943978524695, 55.4214130935925, 0.916888258456918   , 18.08884, 16.77694, 16.28134, 16.09963, 16.03073, STAR , 0.0001737033 , 14.671, 14.659, 0.2903  , -1.488 , -4.765 , 1.3119000000000014  , 0.01199913
1237645943978524724, 55.4512525204076, 0.919398621522271   , 18.35307, 17.20436, 16.7802 , 16.59563, 16.52967, STAR , -2.897311e-05, 15.128, 15.113, 0.2128  , -1.865 , -0.632 , 1.1487099999999977  , 0.015000343
1237645943978524746, 55.4806040881505, 1.04139689646499    , 18.80733, 17.51745, 16.94362, 16.70213, 16.56415, STAR , -0.0001066538, 15.036, 14.967, 0.0774  , 4.058  , -6.442 , 1.2898800000000001  , 0.069000244
1237645943978524759, 55.5234997406845, 0.938594633502336   , 19.15007, 17.08453, 16.27119, 15.97778, 15.82429, STAR , 0.0002093332 , 14.078, 14.114, 0.974   , 3.8    , 3.489  , 2.0655399999999986  , -0.03600025
1237645943978524767, 55.5459633197656, 0.866700691142403   , 18.10033, 16.87099, 16.69033, 16.64522, 16.62379, STAR , -0.0001092959, 15.644, 15.711, 0.1143  , -0.194 , -1.721 , 1.2293400000000005  , -0.06700039
1237645943978524792, 55.4481953349019, 0.937275239712352   , 19.79825, 18.61667, 18.15596, 17.99292, 17.95628, STAR , 0.0001386673 , 16.595, 16.655, 0.3503  , 0.003  , 0.91   , 1.1815800000000003  , -0.060001373
1237645943978524843, 55.5475441533327, 1.01262475231405    , 21.4238 , 19.13588, 17.8806 , 17.36838, 17.0703 , STAR , -5.095993e-05, 14.923, 14.999, 0.8978  , 3.597  , -8.956 , 2.2879199999999997  , -0.07599926
1237645943978524918, 55.4943128037674, 0.985547966382397   , 24.04875, 21.6041 , 20.17005, 19.14028, 18.64162, STAR , 0.0001107285 , 16.166, 15.597, 0.3813  , 5.018  , -11.553, 2.4446499999999993  , 0.56900024
1237645943978590227, 55.5776215797756, 0.995886774163066   , 21.32274, 21.01563, 20.54511, 20.35652, 20.29458, QSO  , 1.46279      , 16.837, 15.846, -0.0705 , 1.015  , 0.24   , 0.307109999999998   , 0.9910002
1237645943978590229, 55.5901235604866, 0.896316457534744   , 19.16749, 18.55299, 17.69763, 17.3443 , 17.09744, STAR , 4.768638e-05 , 15.262, 15.354, 0.4513  , 2.1    , -3.705 , 0.6144999999999996  , -0.09200001
1237645943978590279, 55.6324660413389, 0.912171832527619   , 19.42838, 17.75452, 17.11396, 16.88803, 16.73496, STAR , 2.362465e-05 , 14.586, 14.689, 0.5263  , -2.72  , -3.557 , 1.6738600000000012  , -0.10299969
1237645943978590282, 55.6351766043088, 1.04641323747082    , 18.52349, 17.48975, 16.90494, 16.73441, 16.59008, STAR , -0.0007702046, 15.152, 15.377, 0.3836  , 13.576 , -20.363, 1.033739999999998   , -0.22499943
1237645943978590383, 55.5834212828011, 0.861372425303986   , 19.9204 , 17.23539, 15.97411, 15.5109 , 15.23752, STAR , 1.052324e-05 , 13.231, 13.29 , 1.7385  , 0.931  , -0.656 , 2.685010000000002   , -0.059000015
1237645943978590416, 55.6289395643817, 0.997947392930122   , 23.55408, 20.14638, 18.64859, 17.80626, 17.33421, STAR , 0.0001494824 , 14.961, 14.99 , 0.6621  , -0.122 , -2.675 , 3.4076999999999984  , -0.028999329
1237645943978655754, 55.7297084186876, 0.90339759436891    , 17.34062, 15.97131, 15.43069, 15.21917, 15.09811, STAR , 6.843303e-05 , 13.571, 13.517, 0.8672  , 6.332  , -5.102 , 1.3693100000000005  , 0.0539999
1237645943978655832, 55.8106975408215, 0.873287738158158   , 19.10415, 17.34366, 16.53993, 16.2379 , 16.06456, STAR , 5.993259e-07 , 14.309, 14.328, 1.0102  , 3.735  , -4.894 , 1.7604900000000008  , -0.019000053
1237645943978655930, 55.7185738659169, 0.948253529908051   , 20.8202 , 20.33122, 20.17134, 19.91962, 19.74282, QSO  , 1.965866     , 15.006, 14.115, -0.5264 , -1.497 , -0.379 , 0.4889800000000015  , 0.8909998
1237645943978655932, 55.7190771359504, 0.872917120015058   , 20.19518, 18.65395, 17.99104, 17.72942, 17.54544, STAR , -0.0003722281, 15.843, 15.826, 0.1097  , -0.049 , -2.129 , 1.5412300000000023  , 0.017000198
1237645943978655958, 55.7869622716096, 0.866851595147156   , 21.93901, 19.3522 , 18.08714, 17.61568, 17.31833, STAR , 2.039649e-05 , 15.319, 15.655, 0.5944  , 2.845  , -1.501 , 2.58681             , -0.3359995
1237645943978655990, 55.8233736929721, 0.890878855606868   , 20.48563, 20.22805, 19.67087, 19.58676, 19.65893, QSO  , 1.260721     , 15.781, 14.673, 0.3246  , 0.476  , 0.122  , 0.2575800000000008  , 1.1079998
